-nan -nan
0.760 0.757
0.782 0.786
0.840 0.841
0.868 0.868
0.874 0.877
0.875 0.877
0.876 0.877
0.875 0.877
0.876 0.876
0.875 0.874
0.876 0.875
0.876 0.874
0.877 0.874
0.876 0.874
0.877 0.874
0.877 0.874
0.877 0.874
0.877 0.874
0.876 0.874
0.875 0.874
0.874 0.874
0.874 0.874
0.874 0.874
0.874 0.874
0.874 0.875
0.874 0.874
0.874 0.875
0.874 0.876
0.874 0.875
0.874 0.876
0.874 0.875
0.874 0.876
0.874 0.876
0.874 0.877
0.874 0.876
0.874 0.877
0.875 0.877
0.876 0.877
0.876 0.877
0.875 0.875
0.875 0.874
0.876 0.874
0.876 0.874
0.876 0.874
0.877 0.874
0.877 0.874
0.877 0.874
0.877 0.874
0.877 0.874
0.875 0.874
0.875 0.874
0.874 0.874
0.874 0.874
0.875 0.874
0.874 0.874
0.874 0.874
0.874 0.875
0.874 0.875
0.874 0.876
0.874 0.876
0.874 0.875
0.874 0.876
0.874 0.876
0.874 0.877
0.874 0.876
0.874 0.877
0.875 0.877
0.876 0.877
0.875 0.877
0.876 0.876
0.875 0.875
0.876 0.874
0.876 0.874
0.877 0.874
0.876 0.875
0.877 0.874
0.877 0.874
0.877 0.874
0.877 0.874
0.876 0.874
0.875 0.874
0.875 0.874
0.874 0.874
0.874 0.874
0.874 0.874
0.874 0.874
0.874 0.875
0.874 0.875
0.874 0.876
0.874 0.875
0.874 0.876
0.874 0.875
0.874 0.876
0.874 0.876
0.874 0.877
0.874 0.877
0.874 0.877
0.875 0.877
