-nan -nan
0.956 0.953
0.947 0.949
0.943 0.944
0.968 0.968
0.956 0.956
0.948 0.947
0.950 0.950
0.960 0.960
0.954 0.954
0.951 0.951
0.954 0.954
0.952 0.952
0.952 0.952
0.952 0.952
0.948 0.948
0.954 0.954
0.951 0.951
0.949 0.949
0.952 0.952
0.955 0.955
0.952 0.952
0.951 0.952
0.952 0.952
0.952 0.953
0.953 0.953
0.956 0.955
0.954 0.954
0.954 0.954
0.950 0.951
0.948 0.948
0.954 0.955
0.950 0.950
0.951 0.953
0.951 0.953
0.950 0.950
0.952 0.951
0.953 0.953
0.955 0.955
0.952 0.951
0.953 0.952
0.954 0.954
0.953 0.954
0.952 0.952
0.952 0.952
0.950 0.950
0.954 0.955
0.952 0.953
0.950 0.951
0.950 0.949
0.955 0.955
0.953 0.953
0.952 0.952
0.953 0.953
0.953 0.954
0.951 0.952
0.951 0.951
0.955 0.955
0.955 0.955
0.952 0.952
0.951 0.951
0.954 0.954
0.952 0.952
0.954 0.954
0.950 0.950
0.954 0.954
0.952 0.952
0.953 0.953
0.953 0.952
0.952 0.953
0.950 0.950
0.952 0.953
0.955 0.955
0.953 0.953
0.953 0.953
0.954 0.955
0.955 0.955
0.953 0.953
0.951 0.951
0.947 0.947
0.949 0.950
0.952 0.952
0.954 0.953
0.950 0.950
0.950 0.950
0.950 0.950
0.956 0.956
0.958 0.958
0.954 0.954
0.955 0.954
0.953 0.953
0.951 0.951
0.947 0.948
0.952 0.952
0.953 0.953
0.950 0.950
0.949 0.949
0.953 0.953
0.950 0.950
