-nan -nan
0.732 0.731
0.838 0.838
0.787 0.785
0.762 0.761
0.741 0.744
0.801 0.798
0.856 0.855
0.829 0.829
0.802 0.803
0.811 0.810
0.731 0.734
0.698 0.698
0.683 0.682
0.660 0.658
0.634 0.637
0.565 0.566
0.643 0.643
0.714 0.711
0.704 0.707
0.688 0.686
0.688 0.690
0.691 0.692
0.710 0.708
0.744 0.745
0.718 0.715
0.699 0.703
0.690 0.690
0.714 0.714
0.718 0.719
0.650 0.651
0.651 0.651
0.696 0.697
0.699 0.698
0.693 0.693
0.677 0.677
0.679 0.677
0.746 0.747
0.799 0.799
0.777 0.776
0.744 0.743
0.698 0.699
0.699 0.698
0.706 0.706
0.696 0.696
0.651 0.651
0.638 0.639
0.640 0.638
0.673 0.671
0.686 0.690
0.704 0.702
0.677 0.675
0.637 0.640
0.658 0.655
0.686 0.686
0.668 0.671
0.662 0.662
0.676 0.676
0.710 0.710
0.698 0.697
0.682 0.681
0.674 0.674
0.706 0.709
0.709 0.707
0.697 0.698
0.684 0.684
0.710 0.711
0.709 0.709
0.717 0.715
0.704 0.706
0.711 0.710
0.750 0.748
0.756 0.759
0.773 0.770
0.767 0.768
0.736 0.737
0.729 0.731
0.737 0.733
0.745 0.746
0.702 0.702
0.676 0.675
0.687 0.691
0.676 0.675
0.678 0.675
0.696 0.699
0.672 0.670
0.677 0.678
0.640 0.640
0.645 0.642
0.673 0.676
0.677 0.677
0.653 0.653
0.662 0.663
0.683 0.683
0.711 0.708
0.666 0.669
0.676 0.673
0.728 0.729
0.712 0.713
