nan nan
0.823 0.742
0.835 0.871
0.617 0.609
0.799 0.778
0.890 0.910
0.937 0.934
0.825 0.812
0.688 0.713
0.937 0.933
0.887 0.883
0.800 0.809
0.891 0.894
0.878 0.880
0.878 0.882
0.879 0.883
0.682 0.679
0.897 0.901
0.778 0.796
0.745 0.746
0.924 0.922
0.865 0.871
0.781 0.790
0.862 0.861
0.759 0.746
0.853 0.871
0.909 0.912
0.927 0.921
0.718 0.682
0.842 0.877
0.883 0.895
0.776 0.775
0.775 0.782
0.854 0.874
0.796 0.796
0.827 0.829
0.862 0.865
0.857 0.852
0.926 0.919
0.767 0.772
0.864 0.863
0.917 0.923
0.919 0.931
0.831 0.829
0.798 0.772
0.834 0.863
0.786 0.759
0.889 0.917
0.932 0.929
0.777 0.778
0.861 0.877
0.915 0.923
0.833 0.838
0.848 0.852
0.936 0.937
0.857 0.870
0.884 0.881
0.845 0.843
0.947 0.940
0.937 0.940
0.719 0.694
0.685 0.722
0.904 0.904
0.927 0.934
0.771 0.783
0.933 0.937
0.840 0.826
0.690 0.696
0.714 0.730
0.963 0.963
0.910 0.909
0.882 0.882
0.794 0.771
0.798 0.828
0.881 0.877
0.887 0.893
0.733 0.740
0.856 0.852
0.795 0.816
0.878 0.872
0.885 0.893
0.819 0.776
0.791 0.824
0.879 0.857
0.809 0.827
0.786 0.790
0.836 0.825
0.851 0.858
0.785 0.751
0.828 0.850
0.906 0.905
0.860 0.863
0.832 0.831
0.818 0.825
0.893 0.904
0.955 0.958
0.663 0.628
0.752 0.795
0.902 0.910
