1100088344,14400
1219574628,15840
1220291748,17280
1220893668,18720
1221610788,20160
1222212708,21600
1327276784,23040
1328232944,24480
1328471984,25920
1329308624,27360
1330264784,28800
1330503824,30240
1331340464,31680
1441267420,28800
1547250216,30240
1646778932,31680
1748937088,33120
1850856204,34560
1953133880,36000
2055172516,37440
2157211152,38880
2258054588,40320
2361439388,41760
5878085308,40320
5998322428,38880
6121667068,37440
6252182908,36000
6392618908,34560
6552058588,33120
6738390268,31680
6938825308,30240
6945159868,28800
7085595868,27360
7247306428,25920
7404355708,24480
7555548508,23040
7704470428,21600
7848731068,20160
7990242748,18720
8261433628,17280
26301074268,15840
26498640828,14400
26691665628,12960
26882300028,11520
27081061788,10080
28575420348,8640
28951669308,8880
29141347548,9113
29141825628,9340
29332579548,9562
29523333468,9778
29523811548,9990
29716119228,10197
29909144028,10400
30880961148,8640
31076256828,8880
31271313468,9113
31467206748,9340
31467684828,9562
31663100028,9778
31859351868,9990
31859829948,10197
32056798908,10400
32845869948,8640
33239210268,8880
33239688348,9113
33437015868,9340
33634104348,9562
33634582428,9778
33831073308,9990
34028520348,10197
34028998428,10400
34819623228,8640
35214278268,8880
35411605788,9113
35412083868,9340
35610008988,9562
35807695068,9778
35808173148,9990
36005978748,10197
36204023388,10400
36998711868,8640
37198429788,8880
37397072028,9113
37596789948,9340
37597268028,9562
37797105468,9778
37998257628,9990
37998735708,10197
38200604988,10400
55502200668,8640
55694508348,8880
55888250268,9113
56084980188,9340
56085458268,9562
56285415228,9778
56488001628,9990
56488479708,10197
56691066108,10400
56855287240,8640
56855406760,7200
57181695708,7488
57349023708,7764
57517666428,8031
57688340988,8289
57860808348,8539
58035666108,8781
58213153308,9017
58213631388,9246
58393389468,9470
58575179388,9688
58575657468,9902
58759598748,10111
58945332828,10316
60084597468,8640
60279773628,8880
60474949788,9113
60671918748,9340
60672396828,9562
60870441468,9778
61069442268,9990
61069920348,10197
61269518748,10400
78568604508,8640
78951188028,8880
78951666108,9113
79145886108,9340
79343213628,9562
79343691708,9778
79543887708,9990
79746474108,10197
79746952188,10400
85456303068,8640
85828488348,8880
86015417628,9113
86015895708,9340
86203542108,9562
86392503228,9778
86392981308,9990
86581703388,10197
86770305948,10400
87911960988,8640
88102953948,8880
88293468828,9113
88484581308,9340
88485059388,9562
88676649948,9778
88868240508,9990
88868718588,10197
89060428668,10400
90017783868,8640
90401562588,8880
90402040668,9113
90594109308,9340
90785580348,9562
90786058428,9778
90978007548,9990
91170315228,10197
91170793308,10400
92133287868,8640
92518739868,8880
92712601308,9113
92713079388,9340
92907060348,9562
93101041308,9778
93101519388,9990
93295858908,10197
93490796028,10400
94470381948,8640
94668426588,8880
94867307868,9113
95066308668,9340
95066786748,9562
95266265628,9778
95467298268,9990
95467776348,10197
95670243228,10400
99511616028,8640
99701891868,8880
99892765308,9113
