-nan -nan
0.951 0.879
0.933 0.960
0.880 0.888
0.718 0.719
0.831 0.827
0.914 0.912
0.968 0.968
0.964 0.965
0.954 0.953
0.947 0.947
0.937 0.938
0.931 0.931
0.928 0.928
0.924 0.925
0.923 0.924
0.926 0.927
0.939 0.942
0.958 0.957
0.961 0.961
0.963 0.963
0.953 0.953
0.948 0.947
0.933 0.933
0.933 0.933
0.931 0.931
0.931 0.930
0.935 0.935
0.936 0.936
0.946 0.948
0.950 0.950
0.955 0.955
0.948 0.948
0.946 0.947
0.939 0.939
0.935 0.935
0.943 0.943
0.939 0.941
0.935 0.935
0.932 0.934
0.944 0.944
0.943 0.945
0.949 0.948
0.957 0.957
0.950 0.950
0.940 0.940
0.949 0.949
0.936 0.936
0.938 0.938
0.935 0.935
0.939 0.939
0.931 0.930
0.946 0.946
0.934 0.933
0.942 0.942
0.940 0.943
0.951 0.950
0.940 0.939
0.938 0.939
0.939 0.938
0.943 0.943
0.938 0.939
0.944 0.944
0.937 0.937
0.947 0.947
0.940 0.940
0.947 0.947
0.942 0.942
0.945 0.945
0.942 0.942
0.949 0.949
0.945 0.945
0.944 0.944
0.933 0.933
0.944 0.944
0.936 0.936
0.951 0.951
0.942 0.941
0.949 0.950
0.947 0.949
0.950 0.950
0.945 0.945
0.947 0.947
0.944 0.944
0.943 0.943
0.943 0.943
0.939 0.939
0.933 0.933
0.945 0.944
0.935 0.935
0.944 0.944
0.939 0.939
0.948 0.948
0.943 0.943
0.942 0.942
0.942 0.942
0.942 0.943
0.937 0.937
0.943 0.944
