0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
5126400.000 5114880.000 5057280.000 5114880.000 25735680.000 25436160.000 5483520.000 8087040.000 8017920.000 7983360.000 7971840.000 7971840.000 7983360.000 7994880.000 16093440.000 15966720.000 11543040.000 11543040.000 188225280.000
5022720.000 5045760.000 4999680.000 5045760.000 42716160.000 42393600.000 11704320.000 9780480.000 9907200.000 9803520.000 9826560.000 9815040.000 9849600.000 9838080.000 14941440.000 15045120.000 17475840.000 17233920.000 250444800.000
5518080.000 5506560.000 5495040.000 5506560.000 35078400.000 26403840.000 7752960.000 9492480.000 9457920.000 9504000.000 9492480.000 9504000.000 9469440.000 9469440.000 16035840.000 16035840.000 18996480.000 18858240.000 227577600.000
6635520.000 6624000.000 6554880.000 6612480.000 57335040.000 18812160.000 8697600.000 8755200.000 8743680.000 8755200.000 8743680.000 8743680.000 8720640.000 8732160.000 16335360.000 16335360.000 18132480.000 17821440.000 241090560.000
7568640.000 7568640.000 7534080.000 7568640.000 32037120.000 32417280.000 8259840.000 8259840.000 8271360.000 8259840.000 8271360.000 8271360.000 8271360.000 8271360.000 15989760.000 15978240.000 16715520.000 17061120.000 226575360.000
6739200.000 6739200.000 6900480.000 6750720.000 35020800.000 34997760.000 8605440.000 8524800.000 8593920.000 8605440.000 8628480.000 8628480.000 8640000.000 8605440.000 16623360.000 16611840.000 15736320.000 17867520.000 232819200.000
4953600.000 4965120.000 4896000.000 4942080.000 38211840.000 37808640.000 9515520.000 9515520.000 9596160.000 9607680.000 9538560.000 9550080.000 9584640.000 9527040.000 18328320.000 18293760.000 17948160.000 18731520.000 245514240.000
6048000.000 6036480.000 6013440.000 6071040.000 36138240.000 36207360.000 9008640.000 9031680.000 9031680.000 9008640.000 9031680.000 9020160.000 9031680.000 9031680.000 17856000.000 17856000.000 18074880.000 18293760.000 240791040.000
7004160.000 7015680.000 6877440.000 6981120.000 34099200.000 34099200.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8536320.000 17498880.000 16853760.000 17579520.000 16577280.000 232957440.000
7580160.000 7418880.000 7879680.000 7511040.000 32336640.000 32394240.000 8121600.000 8110080.000 8121600.000 8121600.000 8110080.000 8110080.000 8110080.000 8110080.000 16058880.000 16116480.000 16197120.000 16231680.000 224640000.000
5160960.000 5241600.000 5160960.000 5195520.000 36172800.000 39168000.000 9607680.000 9550080.000 9584640.000 9550080.000 9584640.000 9619200.000 9607680.000 9619200.000 17844480.000 17832960.000 17176320.000 15943680.000 241620480.000
5552640.000 5541120.000 5518080.000 5518080.000 36334080.000 38096640.000 9273600.000 9273600.000 9273600.000 9273600.000 9273600.000 9273600.000 9262080.000 9262080.000 17948160.000 17982720.000 19008000.000 16819200.000 242484480.000
6462720.000 6600960.000 6520320.000 6600960.000 35665920.000 35792640.000 8755200.000 8755200.000 8755200.000 8755200.000 8755200.000 8755200.000 8755200.000 8766720.000 17487360.000 17452800.000 18593280.000 16634880.000 237864960.000
7545600.000 7557120.000 7499520.000 7557120.000 31668480.000 33120000.000 8271360.000 8271360.000 8271360.000 8271360.000 8271360.000 8271360.000 8271360.000 8271360.000 16853760.000 16865280.000 16047360.000 16462080.000 227347200.000
6531840.000 6566400.000 6520320.000 6762240.000 35850240.000 33615360.000 8686080.000 8697600.000 8663040.000 8674560.000 8743680.000 8651520.000 8697600.000 8663040.000 16254720.000 15298560.000 17015040.000 17256960.000 231148800.000
5149440.000 5149440.000 5137920.000 4988160.000 38603520.000 39421440.000 9504000.000 9504000.000 9492480.000 9504000.000 9492480.000 9492480.000 9504000.000 9504000.000 17130240.000 17544960.000 18904320.000 19560960.000 247587840.000
5978880.000 5978880.000 6013440.000 5990400.000 35458560.000 36069120.000 9031680.000 9043200.000 9043200.000 9043200.000 9043200.000 9031680.000 9043200.000 9031680.000 17994240.000 17913600.000 18328320.000 18155520.000 240192000.000
7084800.000 7096320.000 7038720.000 6981120.000 34513920.000 34145280.000 8524800.000 8513280.000 8524800.000 8513280.000 8524800.000 8524800.000 8513280.000 8524800.000 17326080.000 17314560.000 17314560.000 16231680.000 233210880.000
7902720.000 7326720.000 7557120.000 7649280.000 32325120.000 32267520.000 8087040.000 8098560.000 8098560.000 8087040.000 8075520.000 8087040.000 8098560.000 8098560.000 15920640.000 16277760.000 15609600.000 16462080.000 224029440.000
5160960.000 5287680.000 5253120.000 5080320.000 39674880.000 37278720.000 9527040.000 9550080.000 9596160.000 9584640.000 9665280.000 9492480.000 9550080.000 9584640.000 17637120.000 16519680.000 18754560.000 18063360.000 245260800.000
5495040.000 5552640.000 5587200.000 5506560.000 36829440.000 37117440.000 9273600.000 9273600.000 9273600.000 9273600.000 9285120.000 9273600.000 9273600.000 9273600.000 18743040.000 17994240.000 19249920.000 17706240.000 243982080.000
6520320.000 6577920.000 6612480.000 6508800.000 35297280.000 34871040.000 8755200.000 8755200.000 8755200.000 8766720.000 8755200.000 8755200.000 8755200.000 8755200.000 17614080.000 17579520.000 17602560.000 17360640.000 236597760.000
7488000.000 7557120.000 7534080.000 7545600.000 33154560.000 32981760.000 8271360.000 8282880.000 8282880.000 8271360.000 8271360.000 8282880.000 8282880.000 8282880.000 16128000.000 17038080.000 15863040.000 17130240.000 228648960.000
6923520.000 6716160.000 6543360.000 6405120.000 34721280.000 34744320.000 8755200.000 8674560.000 8686080.000 8755200.000 8709120.000 8732160.000 8686080.000 8709120.000 17452800.000 15851520.000 18466560.000 16116480.000 233648640.000
4907520.000 5034240.000 5137920.000 5034240.000 38027520.000 38649600.000 9515520.000 9527040.000 9515520.000 9515520.000 9515520.000 9515520.000 9515520.000 9515520.000 19169280.000 18132480.000 19733760.000 18616320.000 248578560.000
6036480.000 5944320.000 6024960.000 6024960.000 36011520.000 36195840.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9054720.000 18109440.000 18040320.000 18097920.000 18097920.000 240940800.000
6877440.000 7061760.000 7050240.000 7038720.000 34110720.000 34099200.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 17591040.000 17579520.000 17038080.000 16151040.000 232888320.000
7879680.000 7856640.000 7787520.000 7372800.000 32336640.000 32267520.000 8098560.000 8098560.000 8110080.000 8110080.000 8110080.000 8098560.000 8098560.000 8098560.000 15920640.000 16012800.000 16197120.000 16750080.000 225204480.000
