nan nan
0.793 0.779
0.507 0.524
0.500 0.500
0.506 0.505
0.597 0.634
0.682 0.682
0.739 0.738
0.779 0.779
0.810 0.809
0.832 0.832
0.851 0.851
0.792 0.793
0.747 0.746
0.775 0.775
0.798 0.798
0.694 0.695
0.714 0.713
0.741 0.741
0.667 0.668
0.677 0.677
0.671 0.672
0.630 0.630
0.645 0.646
0.604 0.604
0.604 0.604
0.592 0.592
0.568 0.569
0.559 0.559
0.548 0.548
0.530 0.531
0.520 0.520
0.507 0.507
0.500 0.501
0.500 0.500
0.500 0.500
0.542 0.540
0.650 0.649
0.721 0.721
0.770 0.769
0.804 0.804
0.831 0.831
0.851 0.851
0.867 0.867
0.745 0.747
0.767 0.767
0.793 0.792
0.780 0.781
0.701 0.701
0.731 0.731
0.737 0.740
0.660 0.658
0.690 0.690
0.662 0.664
0.641 0.640
0.645 0.646
0.611 0.610
0.605 0.606
0.598 0.597
0.570 0.570
0.560 0.560
0.547 0.548
0.529 0.506
0.514 0.537
0.508 0.507
0.501 0.501
0.500 0.500
0.500 0.500
0.533 0.532
0.642 0.641
0.716 0.715
0.766 0.765
0.802 0.801
0.829 0.828
0.849 0.849
0.866 0.865
0.757 0.758
0.764 0.764
0.791 0.790
0.789 0.791
0.700 0.699
0.729 0.729
0.747 0.743
0.656 0.661
0.688 0.687
0.670 0.670
0.638 0.638
0.650 0.650
0.608 0.608
0.609 0.610
0.595 0.594
0.572 0.572
0.562 0.562
0.549 0.548
0.531 0.511
0.515 0.535
0.509 0.508
0.501 0.501
0.500 0.500
