0.000 0.000 0.000
22398048.000 69214032.000 91612080.000
681264.000 99309168.000 99990432.000
11952.000 99990432.000 100002384.000
609552.000 99392832.000 100002384.000
8928144.000 91074240.000 100002384.000
15860304.000 84142080.000 100002384.000
20270592.000 79719840.000 99990432.000
23402016.000 76600368.000 100002384.000
25756560.000 74245824.000 100002384.000
27549360.000 72453024.000 100002384.000
29079216.000 70923168.000 100002384.000
24370128.000 75620304.000 99990432.000
20892096.000 79110288.000 100002384.000
23067360.000 76935024.000 100002384.000
24836256.000 75166128.000 100002384.000
16780608.000 83221776.000 100002384.000
18346320.000 81644112.000 99990432.000
20461824.000 79540560.000 100002384.000
14641200.000 85361184.000 100002384.000
15453936.000 84548448.000 100002384.000
15011712.000 84990672.000 100002384.000
11689056.000 88301376.000 99990432.000
12920112.000 87082272.000 100002384.000
9513792.000 90488592.000 100002384.000
9525744.000 90476640.000 100002384.000
8473968.000 91528416.000 100002384.000
6418224.000 93572208.000 99990432.000
5593536.000 94408848.000 100002384.000
4577616.000 95424768.000 100002384.000
2952144.000 97050240.000 100002384.000
1924272.000 98078112.000 100002384.000
717120.000 99273312.000 99990432.000
35856.000 99966528.000 100002384.000
11952.000 99990432.000 100002384.000
11952.000 99990432.000 100002384.000
4027824.000 95974560.000 100002384.000
13278672.000 86711760.000 99990432.000
18920016.000 81082368.000 100002384.000
22637088.000 77365296.000 100002384.000
25350192.000 74652192.000 100002384.000
27429840.000 72572544.000 100002384.000
29067264.000 70923168.000 99990432.000
30429792.000 69572592.000 100002384.000
20772576.000 79229808.000 100002384.000
22445856.000 77556528.000 100002384.000
24429888.000 75572496.000 100002384.000
23437872.000 76552560.000 99990432.000
17354304.000 82648080.000 100002384.000
19696896.000 80305488.000 100002384.000
20115216.000 79887168.000 100002384.000
14127264.000 85875120.000 100002384.000
16505712.000 83484720.000 99990432.000
14282640.000 85719744.000 100002384.000
12561552.000 87440832.000 100002384.000
12896208.000 87106176.000 100002384.000
10087488.000 89914896.000 100002384.000
9609408.000 90381024.000 99990432.000
8975952.000 91026432.000 100002384.000
6537744.000 93464640.000 100002384.000
5689152.000 94313232.000 100002384.000
4529808.000 95472576.000 100002384.000
2796768.000 97193664.000 99990432.000
1374480.000 98627904.000 100002384.000
776880.000 99225504.000 100002384.000
71712.000 99930672.000 100002384.000
11952.000 99990432.000 100002384.000
11952.000 99978480.000 99990432.000
3215088.000 96787296.000 100002384.000
12657168.000 87345216.000 100002384.000
18501696.000 81500688.000 100002384.000
22362192.000 77640192.000 100002384.000
25135056.000 74855376.000 99990432.000
27274464.000 72727920.000 100002384.000
28947744.000 71054640.000 100002384.000
30298320.000 69704064.000 100002384.000
21657024.000 78345360.000 100002384.000
22242672.000 77747760.000 99990432.000
24262560.000 75739824.000 100002384.000
24166944.000 75835440.000 100002384.000
17234784.000 82767600.000 100002384.000
19505664.000 80496720.000 100002384.000
20868192.000 79122240.000 99990432.000
13828464.000 86173920.000 100002384.000
16290576.000 83711808.000 100002384.000
14880240.000 85122144.000 100002384.000
12346416.000 87655968.000 100002384.000
13338432.000 86652000.000 99990432.000
9860400.000 90141984.000 100002384.000
9944064.000 90058320.000 100002384.000
8724960.000 91277424.000 100002384.000
6728976.000 93273408.000 100002384.000
5832576.000 94157856.000 99990432.000
4649328.000 95353056.000 100002384.000
3023856.000 96978528.000 100002384.000
1494000.000 98508384.000 100002384.000
848592.000 99153792.000 100002384.000
95616.000 99894816.000 99990432.000
11952.000 99990432.000 100002384.000
