-nan -nan
0.160 0.156
0.213 0.211
0.323 0.324
0.386 0.389
0.306 0.307
0.372 0.379
0.294 0.301
0.457 0.442
0.312 0.315
0.269 0.277
0.407 0.424
0.341 0.331
0.342 0.345
0.288 0.295
0.226 0.227
0.209 0.205
0.234 0.232
0.330 0.336
0.264 0.274
0.463 0.467
0.442 0.440
0.300 0.305
0.334 0.328
0.438 0.447
0.324 0.325
0.398 0.401
0.344 0.346
0.338 0.338
0.352 0.330
0.479 0.481
0.229 0.230
0.614 0.638
0.808 0.799
0.350 0.349
0.412 0.415
0.429 0.409
0.306 0.303
0.334 0.331
0.358 0.364
0.453 0.473
0.453 0.452
0.294 0.297
0.293 0.296
0.290 0.295
0.366 0.371
0.520 0.524
0.328 0.333
0.378 0.382
0.807 0.808
0.932 0.931
0.948 0.948
0.950 0.951
0.945 0.945
0.947 0.946
0.946 0.946
0.948 0.948
0.951 0.951
0.397 0.400
0.385 0.381
0.403 0.401
0.417 0.421
0.406 0.404
0.437 0.447
0.394 0.394
0.292 0.291
0.269 0.268
0.290 0.288
0.465 0.467
0.305 0.308
0.831 0.831
0.888 0.888
0.890 0.890
0.890 0.891
0.890 0.889
0.889 0.889
0.889 0.890
0.890 0.890
0.889 0.888
0.420 0.420
0.361 0.361
0.735 0.734
0.907 0.907
0.926 0.926
0.932 0.932
0.929 0.929
0.927 0.928
0.933 0.933
0.937 0.937
0.937 0.936
0.935 0.935
0.932 0.932
0.931 0.931
0.940 0.939
0.939 0.940
0.937 0.936
0.935 0.936
0.936 0.935
0.937 0.937
