-nan -nan
0.486 0.461
0.376 0.407
0.474 0.474
0.503 0.503
0.497 0.499
0.502 0.499
0.506 0.508
0.504 0.505
0.515 0.513
0.538 0.534
0.563 0.551
0.576 0.581
0.574 0.580
0.609 0.606
0.601 0.599
0.600 0.590
0.559 0.560
0.558 0.565
0.566 0.568
0.569 0.571
0.575 0.576
0.570 0.560
0.566 0.572
0.576 0.564
0.569 0.578
0.587 0.592
0.602 0.601
0.616 0.590
0.587 0.603
0.594 0.594
0.593 0.601
0.602 0.590
0.557 0.563
0.647 0.661
0.670 0.667
0.676 0.676
0.671 0.675
0.684 0.675
0.685 0.690
0.688 0.691
0.695 0.693
0.717 0.713
0.736 0.733
0.734 0.704
0.707 0.745
0.728 0.725
0.704 0.704
0.704 0.691
0.728 0.739
0.738 0.734
0.725 0.731
0.735 0.735
0.743 0.741
0.752 0.750
0.752 0.752
0.757 0.751
0.696 0.699
0.688 0.688
0.704 0.689
0.703 0.718
0.698 0.702
0.683 0.681
0.689 0.674
0.677 0.689
0.657 0.660
0.633 0.632
0.640 0.635
0.622 0.647
0.644 0.641
0.622 0.618
0.649 0.654
0.643 0.648
0.652 0.642
0.638 0.649
0.648 0.646
0.626 0.597
0.618 0.642
0.592 0.592
0.587 0.548
0.565 0.595
0.556 0.564
0.593 0.590
0.605 0.612
0.626 0.617
0.650 0.653
0.674 0.652
0.679 0.697
0.698 0.658
0.648 0.691
0.675 0.671
0.649 0.644
0.646 0.633
0.652 0.672
0.651 0.645
0.676 0.686
0.685 0.680
0.676 0.677
0.665 0.669
