-nan -nan
0.912 0.898
0.862 0.846
0.723 0.759
0.799 0.792
0.841 0.840
0.820 0.852
0.861 0.869
0.910 0.843
0.849 0.907
0.896 0.862
0.903 0.903
0.823 0.817
0.754 0.757
0.820 0.808
0.799 0.806
0.812 0.860
0.837 0.856
0.902 0.839
0.828 0.836
0.892 0.879
0.883 0.886
0.809 0.878
0.681 0.684
0.761 0.676
0.720 0.756
0.764 0.740
0.732 0.727
0.812 0.818
0.755 0.810
0.802 0.792
0.764 0.767
0.795 0.790
0.800 0.802
0.804 0.778
0.837 0.844
0.835 0.829
0.812 0.872
0.882 0.822
0.866 0.872
0.855 0.861
0.776 0.786
0.773 0.818
0.848 0.799
0.839 0.840
0.836 0.877
0.852 0.861
0.873 0.864
0.883 0.848
0.882 0.893
0.851 0.882
0.887 0.848
0.714 0.759
0.782 0.750
0.789 0.795
0.821 0.822
0.804 0.829
0.861 0.822
0.811 0.822
0.867 0.852
0.861 0.864
0.877 0.880
0.861 0.834
0.861 0.860
0.853 0.874
0.874 0.872
0.884 0.885
0.902 0.883
0.874 0.897
0.894 0.884
0.894 0.906
0.863 0.858
0.882 0.884
0.893 0.881
0.901 0.895
0.899 0.903
0.893 0.906
0.916 0.907
0.907 0.899
0.903 0.919
0.917 0.911
0.918 0.918
0.935 0.934
0.937 0.941
0.938 0.937
0.941 0.940
0.939 0.935
0.938 0.939
0.934 0.935
0.932 0.936
0.932 0.932
0.938 0.934
0.917 0.934
0.881 0.853
0.853 0.882
0.892 0.876
0.874 0.891
0.899 0.894
0.898 0.895
