-nan -nan
0.943 0.960
0.581 0.637
0.673 0.686
0.640 0.679
0.894 0.908
0.772 0.772
0.964 0.958
0.692 0.764
0.944 0.944
0.886 0.886
0.935 0.924
0.797 0.835
0.934 0.934
0.911 0.911
0.855 0.844
0.838 0.846
0.879 0.879
0.906 0.906
0.823 0.788
0.920 0.933
0.884 0.859
0.950 0.957
0.738 0.687
0.932 0.939
0.843 0.804
0.942 0.956
0.636 0.535
0.936 0.954
0.821 0.746
0.968 0.974
0.628 0.491
0.965 0.965
0.812 0.746
0.969 0.978
0.455 0.369
0.954 0.967
0.751 0.711
0.972 0.972
0.434 0.346
0.980 0.982
0.737 0.713
0.974 0.973
0.344 0.314
0.977 0.981
0.687 0.678
0.975 0.974
0.317 0.289
0.982 0.984
0.681 0.681
0.977 0.968
0.346 0.442
0.963 0.963
0.801 0.801
0.973 0.972
0.562 0.632
0.969 0.969
0.830 0.830
0.936 0.930
0.663 0.681
0.928 0.928
0.846 0.846
0.922 0.900
0.807 0.840
0.943 0.921
0.908 0.926
0.865 0.824
0.844 0.870
0.904 0.871
0.889 0.916
0.789 0.711
0.890 0.923
0.882 0.822
0.945 0.963
0.783 0.679
0.948 0.961
0.867 0.804
0.952 0.974
0.646 0.499
0.920 0.955
0.819 0.745
0.968 0.977
0.619 0.464
0.959 0.969
0.799 0.756
0.972 0.976
0.447 0.385
0.957 0.970
0.721 0.705
0.973 0.973
0.403 0.346
0.984 0.989
0.705 0.705
0.975 0.975
0.335 0.319
0.969 0.973
0.692 0.692
0.980 0.980
0.299 0.291
