0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
35186688.000 47377728.000 47377728.000 47377728.000 36118944.000 30166848.000 32306256.000 26139024.000 27262512.000 27262512.000 27262512.000 27262512.000 26234640.000 26234640.000 26234640.000 26234640.000 26234640.000 30895920.000 30895920.000 30895920.000 30752496.000 30752496.000 30728592.000 30728592.000 26031456.000 26330256.000 29688768.000 26234640.000 36429696.000 27107136.000 31015440.000 23676912.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 984438432.000
30023424.000 28636992.000 28493568.000 28493568.000 31063248.000 31505472.000 31134960.000 30991536.000 30095136.000 30119040.000 30119040.000 30142944.000 26473680.000 31099104.000 31099104.000 31099104.000 31099104.000 35222544.000 35222544.000 35222544.000 36071136.000 36071136.000 36071136.000 14641200.000 36130896.000 29640960.000 31565232.000 29832192.000 31852080.000 26294400.000 31421808.000 29796336.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 83664.000 989422416.000
33166800.000 34194672.000 25529472.000 29509488.000 25613136.000 29007504.000 25553376.000 25601184.000 31254480.000 31314240.000 31314240.000 31314240.000 31314240.000 31314240.000 31314240.000 31314240.000 31314240.000 26473680.000 26473680.000 26557344.000 25864128.000 37481472.000 39788208.000 2581632.000 40278240.000 33561216.000 30011472.000 31720608.000 33501456.000 33585120.000 33752448.000 33609024.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 993629520.000
33023376.000 28780416.000 27166896.000 27382032.000 27298368.000 27178848.000 26067312.000 28302336.000 39357936.000 35999424.000 35975520.000 35808192.000 35593056.000 36489456.000 36322128.000 36322128.000 36334080.000 26700768.000 26700768.000 26593200.000 26593200.000 25433856.000 24119136.000 0.000 24561360.000 29856096.000 23103216.000 23186880.000 23832288.000 23832288.000 23832288.000 28362096.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 5019840.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 995446224.000
25505568.000 23509584.000 29664864.000 24907968.000 24752592.000 24752592.000 29664864.000 28457712.000 26162928.000 32270400.000 34923744.000 35091072.000 32700672.000 28099152.000 28266480.000 28266480.000 28254528.000 28254528.000 24860160.000 23880096.000 24262560.000 29891952.000 29891952.000 0.000 24884064.000 24083280.000 24394032.000 24884064.000 24884064.000 24884064.000 24884064.000 24907968.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 7541712.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 1673280.000 997406352.000
20629152.000 24250608.000 24131088.000 24477696.000 24609168.000 28135008.000 33286320.000 41353920.000 33178752.000 29915856.000 32557248.000 28481616.000 21657024.000 21680928.000 21704832.000 24931872.000 24931872.000 28445760.000 20808432.000 24405984.000 20808432.000 34278336.000 24860160.000 0.000 20760624.000 20688912.000 24967728.000 20653056.000 20629152.000 20629152.000 20629152.000 20665008.000 9525744.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 9477936.000 3227040.000 836640.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 4661280.000 999342576.000
28864080.000 32366016.000 21489696.000 20425968.000 20724768.000 25529472.000 24752592.000 24656976.000 28565280.000 25409952.000 25505568.000 21166992.000 20880144.000 20880144.000 21035520.000 27274464.000 15908112.000 10613376.000 18023616.000 21274560.000 22613184.000 23784480.000 22398048.000 0.000 22649040.000 25589232.000 25660944.000 25589232.000 36357984.000 31254480.000 24370128.000 34756416.000 10159200.000 10207008.000 9406224.000 10207008.000 10207008.000 10135296.000 10111392.000 10111392.000 10111392.000 10111392.000 10111392.000 10111392.000 10111392.000 10111392.000 10111392.000 6884352.000 47808.000 6454080.000 6454080.000 3609504.000 3609504.000 6454080.000 6454080.000 6454080.000 6454080.000 6454080.000 6454080.000 6454080.000 6011856.000 6454080.000 6454080.000 6454080.000 999306720.000
22864176.000 23007600.000 14557536.000 21095280.000 15310512.000 20163024.000 20916000.000 15453936.000 21716784.000 27047376.000 22756608.000 24907968.000 24907968.000 15740784.000 16649136.000 19063440.000 20497680.000 11246832.000 18298512.000 19565424.000 18453888.000 20115216.000 19517616.000 0.000 22888080.000 17175024.000 21107232.000 19577376.000 22768560.000 19374192.000 17545536.000 28756512.000 13517712.000 13517712.000 11485872.000 13410144.000 13410144.000 13481856.000 13505760.000 13505760.000 13505760.000 13505760.000 13505760.000 13505760.000 13505760.000 13505760.000 13505760.000 18131184.000 23306400.000 8892288.000 8892288.000 10434096.000 10434096.000 8892288.000 8892288.000 8892288.000 8892288.000 8892288.000 8892288.000 8892288.000 7565616.000 8892288.000 8892288.000 8892288.000 999999936.000
16900128.000 19684944.000 15561504.000 13147200.000 13230864.000 18860256.000 15657120.000 13230864.000 13995792.000 16900128.000 13864320.000 19194912.000 19780560.000 21836304.000 19601280.000 15728832.000 18728784.000 19111248.000 18740736.000 19063440.000 18740736.000 19445904.000 19063440.000 10338480.000 17963856.000 17414064.000 15549552.000 15740784.000 15465888.000 15489792.000 18728784.000 18860256.000 15071472.000 13685040.000 5880384.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 13792608.000 20366208.000 30740544.000 10685088.000 10326528.000 33298272.000 33298272.000 10685088.000 10685088.000 10685088.000 10685088.000 10685088.000 10685088.000 10685088.000 8952048.000 10589472.000 10589472.000 10589472.000 999999936.000
15561504.000 13708944.000 13469904.000 13457952.000 13457952.000 13696992.000 13469904.000 13457952.000 13446000.000 15800544.000 15788592.000 16003728.000 15537600.000 15764688.000 15776640.000 21489696.000 13422096.000 15513696.000 13577472.000 13541616.000 13577472.000 15657120.000 13541616.000 15848352.000 19529568.000 16350336.000 19075392.000 19075392.000 13469904.000 13469904.000 13422096.000 19075392.000 17306496.000 16971840.000 47808.000 16971840.000 16971840.000 16971840.000 16971840.000 16971840.000 16971840.000 16971840.000 16971840.000 16912080.000 16840368.000 16840368.000 16840368.000 22553424.000 20784528.000 12155184.000 10840464.000 37373904.000 37373904.000 12155184.000 12155184.000 12155184.000 12155184.000 12155184.000 12155184.000 12155184.000 11509776.000 12250800.000 12250800.000 12250800.000 999999936.000
16434000.000 15274656.000 9155232.000 12728880.000 13457952.000 13434048.000 13434048.000 15406128.000 11163168.000 11306592.000 11306592.000 20593296.000 15812496.000 15812496.000 18238752.000 16015680.000 7481952.000 15812496.000 15214896.000 16661088.000 15214896.000 16434000.000 16661088.000 13983840.000 12597408.000 15740784.000 15728832.000 13063536.000 13051584.000 15298560.000 17939952.000 15728832.000 18107280.000 16314480.000 9585504.000 16314480.000 16314480.000 16314480.000 16314480.000 16314480.000 16314480.000 16314480.000 16314480.000 16374240.000 16445952.000 16445952.000 16445952.000 21489696.000 22768560.000 13888224.000 13350384.000 38676672.000 31182768.000 13888224.000 13888224.000 13888224.000 13888224.000 13888224.000 13888224.000 13888224.000 13338432.000 13888224.000 13888224.000 13888224.000 999999936.000
