0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
11232000.000 5748480.000 8674560.000 8674560.000 8570880.000 8455680.000 8398080.000 8375040.000 8317440.000 8294400.000 84741120.000
10759680.000 16070400.000 8697600.000 8686080.000 8616960.000 8778240.000 8743680.000 10886400.000 10851840.000 10828800.000 102919680.000
11162880.000 10586880.000 8870400.000 8835840.000 8755200.000 8743680.000 8755200.000 10218240.000 10241280.000 10229760.000 96399360.000
9434880.000 11370240.000 9123840.000 9250560.000 9285120.000 9181440.000 9192960.000 9838080.000 9861120.000 9838080.000 96376320.000
10022400.000 10264320.000 9043200.000 9008640.000 10356480.000 10414080.000 9054720.000 9400320.000 9388800.000 9423360.000 96376320.000
10206720.000 9388800.000 9469440.000 9411840.000 9768960.000 9757440.000 9411840.000 9653760.000 9607680.000 9711360.000 96387840.000
9907200.000 9434880.000 9768960.000 9792000.000 9480960.000 9538560.000 9768960.000 9538560.000 9607680.000 9561600.000 96399360.000
8951040.000 9964800.000 9377280.000 9550080.000 9734400.000 9722880.000 9527040.000 9838080.000 9849600.000 9849600.000 96364800.000
9538560.000 9907200.000 9354240.000 9308160.000 9676800.000 9642240.000 9308160.000 9941760.000 9826560.000 9895680.000 96399360.000
10771200.000 9884160.000 9192960.000 9146880.000 9527040.000 9653760.000 9181440.000 9688320.000 9653760.000 9688320.000 96387840.000
10172160.000 9538560.000 9457920.000 9411840.000 9734400.000 9734400.000 9457920.000 9630720.000 9607680.000 9630720.000 96376320.000
9446400.000 9745920.000 9630720.000 9653760.000 9953280.000 10068480.000 9619200.000 9423360.000 9423360.000 9411840.000 96376320.000
9377280.000 9792000.000 9722880.000 9688320.000 9630720.000 9561600.000 9768960.000 9273600.000 9285120.000 9296640.000 95397120.000
9780480.000 9158400.000 9941760.000 9941760.000 9953280.000 10195200.000 9987840.000 9469440.000 9492480.000 9469440.000 97390080.000
10091520.000 10091520.000 9688320.000 9711360.000 9400320.000 9388800.000 9665280.000 9446400.000 9446400.000 9457920.000 96387840.000
10149120.000 9815040.000 9999360.000 10022400.000 9216000.000 9146880.000 10022400.000 9296640.000 9365760.000 9342720.000 96376320.000
9285120.000 10310400.000 9653760.000 9665280.000 9561600.000 9492480.000 9630720.000 9573120.000 9550080.000 9653760.000 96376320.000
9861120.000 9296640.000 9400320.000 9469440.000 9757440.000 9642240.000 9434880.000 9826560.000 9826560.000 9861120.000 96376320.000
9630720.000 9262080.000 9423360.000 9354240.000 9757440.000 9653760.000 9446400.000 9907200.000 9930240.000 9918720.000 96284160.000
9250560.000 9676800.000 9665280.000 9653760.000 10022400.000 9907200.000 9653760.000 9573120.000 9550080.000 9550080.000 96503040.000
10494720.000 10391040.000 9342720.000 9377280.000 9757440.000 9676800.000 9342720.000 9377280.000 9285120.000 9331200.000 96376320.000
9999360.000 9653760.000 9711360.000 9699840.000 9711360.000 9653760.000 9711360.000 9135360.000 9146880.000 9192960.000 95616000.000
9999360.000 9504000.000 9826560.000 9826560.000 9757440.000 9941760.000 9861120.000 9469440.000 9492480.000 9480960.000 97159680.000
9584640.000 9504000.000 9999360.000 10080000.000 9308160.000 9388800.000 10068480.000 9480960.000 9492480.000 9469440.000 96376320.000
9043200.000 9768960.000 9768960.000 9872640.000 9434880.000 9492480.000 9849600.000 9584640.000 9584640.000 9653760.000 96053760.000
9676800.000 9918720.000 9492480.000 9573120.000 9619200.000 9619200.000 9550080.000 9734400.000 9768960.000 9734400.000 96687360.000
10782720.000 9699840.000 9285120.000 9365760.000 9492480.000 9504000.000 9365760.000 9630720.000 9653760.000 9642240.000 96422400.000
9607680.000 9838080.000 9331200.000 9239040.000 9676800.000 9699840.000 9227520.000 9423360.000 9423360.000 9434880.000 94901760.000
9688320.000 9918720.000 9630720.000 9596160.000 10022400.000 9907200.000 9584640.000 9838080.000 9884160.000 9803520.000 97873920.000
9515520.000 9653760.000 9745920.000 9768960.000 9987840.000 10068480.000 9676800.000 9354240.000 9319680.000 9296640.000 96387840.000
9849600.000 9089280.000 9849600.000 9849600.000 9838080.000 9757440.000 9849600.000 9423360.000 9423360.000 9446400.000 96376320.000
10206720.000 10091520.000 9711360.000 9584640.000 9434880.000 9411840.000 9711360.000 9423360.000 9411840.000 9400320.000 96387840.000
9941760.000 9964800.000 10022400.000 9941760.000 9204480.000 9158400.000 9976320.000 9365760.000 9411840.000 9400320.000 96387840.000
9354240.000 10172160.000 9838080.000 9803520.000 9354240.000 9411840.000 9838080.000 9527040.000 9550080.000 9538560.000 96387840.000
9987840.000 9123840.000 9584640.000 9584640.000 9596160.000 9561600.000 9584640.000 9768960.000 9803520.000 9780480.000 96376320.000
9676800.000 9480960.000 9469440.000 9285120.000 9722880.000 9722880.000 9400320.000 9884160.000 9861120.000 9895680.000 96399360.000
9066240.000 9838080.000 9538560.000 9492480.000 9861120.000 9838080.000 9527040.000 9722880.000 9711360.000 9792000.000 96387840.000
10563840.000 10391040.000 9354240.000 9319680.000 9676800.000 9780480.000 9331200.000 9308160.000 9308160.000 9331200.000 96364800.000
10195200.000 9745920.000 9653760.000 9642240.000 9815040.000 10022400.000 9711360.000 9204480.000 9192960.000 9216000.000 96399360.000
9987840.000 9308160.000 9803520.000 9757440.000 9630720.000 9722880.000 9792000.000 9469440.000 9480960.000 9434880.000 96387840.000
9331200.000 9665280.000 10091520.000 10080000.000 9411840.000 9400320.000 10010880.000 9457920.000 9480960.000 9446400.000 96376320.000
9146880.000 9480960.000 9999360.000 9987840.000 9262080.000 9331200.000 10091520.000 9596160.000 9596160.000 9630720.000 96122880.000
9861120.000 9227520.000 9561600.000 9561600.000 9596160.000 9653760.000 9665280.000 9884160.000 9815040.000 9826560.000 96652800.000
9838080.000 9388800.000 9331200.000 9296640.000 9607680.000 9630720.000 9400320.000 9895680.000 10010880.000 9999360.000 96399360.000
9768960.000 10609920.000 9319680.000 9216000.000 9538560.000 9688320.000 9239040.000 9642240.000 9688320.000 9653760.000 96364800.000
9515520.000 10160640.000 9457920.000 9469440.000 9642240.000 9722880.000 9434880.000 9630720.000 9734400.000 9619200.000 96387840.000
9699840.000 9492480.000 9573120.000 9584640.000 10206720.000 10172160.000 9596160.000 9400320.000 9342720.000 9331200.000 96399360.000
9826560.000 9319680.000 9815040.000 9826560.000 9642240.000 9630720.000 9711360.000 9296640.000 9308160.000 9308160.000 95685120.000
9872640.000 9630720.000 9872640.000 9826560.000 9792000.000 9699840.000 9930240.000 9411840.000 9411840.000 9388800.000 96837120.000
9941760.000 10632960.000 9780480.000 9757440.000 9365760.000 9354240.000 9699840.000 9354240.000 9377280.000 9365760.000 96629760.000
9561600.000 10033920.000 10033920.000 9953280.000 9285120.000 9319680.000 9953280.000 9388800.000 9423360.000 9411840.000 96364800.000
9976320.000 9158400.000 9734400.000 9665280.000 9573120.000 9573120.000 9630720.000 9711360.000 9676800.000 9699840.000 96399360.000
9411840.000 9676800.000 9527040.000 9434880.000 9722880.000 9734400.000 9469440.000 9803520.000 9745920.000 9849600.000 96376320.000
9216000.000 9780480.000 9377280.000 9308160.000 9803520.000 9792000.000 9354240.000 9918720.000 9930240.000 9918720.000 96399360.000
10344960.000 8985600.000 9653760.000 9642240.000 9573120.000 9665280.000 9642240.000 9630720.000 9699840.000 9538560.000 96376320.000
10068480.000 10598400.000 9296640.000 9331200.000 9918720.000 9976320.000 9296640.000 9354240.000 9296640.000 9239040.000 96376320.000
9538560.000 10056960.000 9711360.000 9653760.000 9653760.000 9584640.000 9688320.000 9135360.000 9123840.000 9146880.000 95293440.000
9550080.000 10033920.000 9826560.000 9826560.000 9838080.000 10080000.000 9918720.000 9469440.000 9480960.000 9469440.000 97493760.000
9504000.000 9573120.000 9976320.000 9953280.000 9365760.000 9469440.000 9976320.000 9527040.000 9527040.000 9515520.000 96387840.000
