-nan -nan
0.481 0.454
0.377 0.408
0.488 0.488
0.494 0.496
0.496 0.500
0.498 0.492
0.514 0.516
0.405 0.406
0.557 0.556
0.540 0.532
0.635 0.620
0.661 0.665
0.743 0.750
0.846 0.843
0.918 0.912
0.988 0.985
0.979 0.956
0.844 0.903
0.847 0.848
0.859 0.807
0.857 0.887
0.947 0.935
0.883 0.912
0.881 0.834
0.957 0.972
0.921 0.868
0.842 0.912
0.852 0.854
0.792 0.747
0.945 0.900
0.732 0.800
0.945 0.936
0.955 0.935
0.886 0.899
0.909 0.905
0.951 0.953
0.913 0.910
0.872 0.850
0.839 0.848
0.877 0.876
0.898 0.892
0.903 0.902
0.952 0.953
0.958 0.948
0.936 0.942
0.947 0.948
0.983 0.980
0.960 0.942
0.962 0.974
0.958 0.969
0.977 0.978
0.988 0.980
0.981 0.986
0.664 0.661
0.877 0.813
0.645 0.709
0.786 0.767
0.732 0.735
0.709 0.721
0.749 0.762
0.829 0.827
0.783 0.745
0.767 0.795
0.708 0.702
0.717 0.706
0.754 0.768
0.730 0.728
0.744 0.730
0.696 0.710
0.749 0.740
0.738 0.734
0.713 0.725
0.733 0.728
0.767 0.769
0.720 0.722
0.752 0.751
0.782 0.776
0.715 0.655
0.664 0.722
0.715 0.707
0.629 0.639
0.652 0.637
0.706 0.704
0.726 0.752
0.765 0.750
0.794 0.799
0.802 0.819
0.805 0.768
0.778 0.800
0.763 0.769
0.809 0.795
0.805 0.813
0.764 0.756
0.732 0.710
0.730 0.749
0.755 0.756
0.764 0.762
0.771 0.771
