-nan -nan
0.069 0.066
0.112 0.060
0.279 0.295
0.185 0.191
0.212 0.193
0.289 0.283
0.153 0.156
0.145 0.159
0.121 0.127
0.220 0.200
0.378 0.368
0.377 0.370
0.341 0.347
0.159 0.163
0.040 0.040
0.055 0.051
0.152 0.144
0.382 0.368
0.113 0.124
0.155 0.162
0.210 0.209
0.184 0.179
0.185 0.179
0.349 0.328
0.113 0.114
0.042 0.049
0.029 0.030
0.179 0.176
0.315 0.314
0.025 0.025
0.237 0.218
0.379 0.302
0.084 0.095
0.256 0.253
0.338 0.336
0.220 0.234
0.372 0.355
0.075 0.077
0.136 0.148
0.141 0.130
0.288 0.261
0.133 0.135
0.226 0.229
0.319 0.331
0.368 0.308
0.116 0.121
0.138 0.130
0.270 0.308
0.103 0.102
0.249 0.249
0.317 0.315
0.321 0.321
0.316 0.317
0.115 0.116
0.251 0.236
0.065 0.064
0.248 0.232
0.300 0.298
0.348 0.348
0.362 0.362
0.067 0.067
0.232 0.222
0.313 0.298
0.129 0.133
0.032 0.031
0.192 0.170
0.368 0.379
0.255 0.259
0.125 0.123
0.290 0.288
0.320 0.330
0.222 0.230
0.148 0.146
0.115 0.113
0.176 0.176
0.303 0.295
0.351 0.349
0.362 0.362
0.367 0.367
0.369 0.369
0.370 0.370
0.373 0.373
0.199 0.202
0.159 0.157
0.225 0.222
0.240 0.241
0.112 0.109
0.090 0.092
0.136 0.136
0.178 0.155
0.089 0.088
0.322 0.287
0.442 0.443
0.084 0.085
0.196 0.213
0.125 0.127
0.166 0.147
0.360 0.344
