nan nan
0.940 0.939
0.921 0.921
0.873 0.876
0.816 0.816
0.732 0.735
0.423 0.424
0.439 0.457
0.586 0.579
0.556 0.560
0.519 0.532
0.504 0.521
0.515 0.504
0.527 0.505
0.523 0.506
0.547 0.546
0.518 0.519
0.493 0.498
0.497 0.517
0.501 0.522
0.505 0.509
0.526 0.507
0.529 0.508
0.519 0.508
0.508 0.511
0.617 0.635
0.619 0.616
0.626 0.636
0.636 0.626
0.650 0.628
0.649 0.629
0.631 0.631
0.629 0.637
0.633 0.648
0.611 0.633
0.637 0.641
0.605 0.607
0.628 0.607
0.637 0.614
0.625 0.621
0.624 0.625
0.629 0.649
0.638 0.651
0.618 0.633
0.616 0.615
0.654 0.637
0.636 0.633
0.622 0.601
0.623 0.617
0.626 0.625
0.627 0.648
0.631 0.652
0.631 0.638
0.640 0.630
0.657 0.640
0.636 0.625
0.621 0.610
0.618 0.620
0.623 0.638
0.638 0.649
0.617 0.637
0.619 0.620
0.640 0.621
0.644 0.621
0.630 0.625
0.640 0.641
0.615 0.622
0.617 0.636
0.623 0.642
0.624 0.625
0.650 0.627
0.652 0.630
0.636 0.631
0.630 0.630
0.629 0.669
0.646 0.636
0.609 0.633
0.617 0.619
0.640 0.620
0.647 0.626
0.636 0.627
0.629 0.629
0.631 0.646
0.629 0.650
0.630 0.639
0.645 0.647
0.631 0.618
0.634 0.613
0.632 0.619
0.626 0.626
0.629 0.639
0.629 0.651
0.627 0.644
0.636 0.631
0.652 0.630
0.656 0.645
0.628 0.619
0.615 0.612
0.620 0.629
