-nan -nan
0.938 0.924
0.943 0.949
0.946 0.955
0.944 0.925
0.921 0.945
0.888 0.893
0.852 0.821
0.699 0.774
0.653 0.619
0.647 0.693
0.733 0.642
0.653 0.743
0.724 0.631
0.547 0.563
0.549 0.606
0.613 0.576
0.614 0.652
0.666 0.609
0.623 0.622
0.632 0.645
0.682 0.666
0.641 0.678
0.685 0.665
0.702 0.686
0.530 0.586
0.565 0.523
0.574 0.575
0.580 0.574
0.626 0.630
0.591 0.583
0.636 0.646
0.623 0.647
0.643 0.633
0.655 0.636
0.658 0.664
0.499 0.509
0.544 0.543
0.555 0.575
0.591 0.568
0.567 0.602
0.604 0.577
0.616 0.608
0.624 0.623
0.637 0.632
0.635 0.627
0.491 0.508
0.530 0.526
0.535 0.539
0.563 0.573
0.568 0.543
0.589 0.602
0.599 0.594
0.607 0.607
0.615 0.615
0.615 0.611
0.492 0.495
0.521 0.520
0.528 0.521
0.566 0.573
0.575 0.575
0.555 0.581
0.590 0.570
0.597 0.581
0.607 0.606
0.542 0.584
0.509 0.482
0.517 0.521
0.564 0.553
0.528 0.551
0.568 0.560
0.580 0.577
0.588 0.586
0.596 0.596
0.562 0.595
0.496 0.468
0.512 0.514
0.535 0.547
0.544 0.521
0.564 0.573
0.574 0.571
0.582 0.581
0.590 0.590
0.552 0.584
0.490 0.463
0.508 0.509
0.547 0.543
0.524 0.557
0.557 0.520
0.567 0.571
0.574 0.564
0.521 0.533
0.522 0.521
0.494 0.527
0.536 0.513
0.477 0.472
0.480 0.481
0.518 0.515
0.496 0.524
