-nan -nan
0.324 0.312
0.366 0.378
0.596 0.569
0.483 0.507
0.276 0.273
0.770 0.777
0.890 0.884
0.878 0.884
0.804 0.807
0.447 0.465
0.496 0.492
0.403 0.409
0.392 0.380
0.666 0.684
0.420 0.409
0.859 0.849
0.875 0.887
0.942 0.938
0.954 0.950
0.951 0.948
0.960 0.958
0.955 0.957
0.964 0.963
0.960 0.964
0.956 0.961
0.962 0.956
0.965 0.963
0.955 0.964
0.961 0.959
0.968 0.959
0.963 0.967
0.955 0.961
0.960 0.952
0.968 0.967
0.956 0.970
0.961 0.961
0.970 0.958
0.961 0.968
0.963 0.969
0.957 0.962
0.976 0.972
0.966 0.970
0.975 0.968
0.974 0.976
0.972 0.974
0.973 0.974
0.972 0.975
0.978 0.972
0.971 0.977
0.981 0.972
0.975 0.977
0.976 0.973
0.973 0.979
0.972 0.976
0.979 0.974
0.971 0.977
0.979 0.972
0.974 0.979
0.980 0.972
0.976 0.979
0.974 0.975
0.977 0.979
0.985 0.979
0.984 0.984
0.982 0.981
0.985 0.985
0.986 0.986
0.986 0.987
0.985 0.987
0.985 0.986
0.985 0.985
0.985 0.987
0.983 0.984
0.986 0.985
0.984 0.985
0.985 0.985
0.985 0.985
0.986 0.985
0.987 0.986
0.983 0.980
0.988 0.987
0.986 0.986
0.988 0.987
0.987 0.987
0.986 0.986
0.984 0.986
0.988 0.987
0.987 0.987
0.987 0.987
0.988 0.987
0.986 0.987
0.988 0.986
0.984 0.985
0.987 0.986
0.987 0.987
0.988 0.987
0.984 0.988
0.984 0.986
