0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
1048320.000 817920.000 817920.000 817920.000 817920.000 817920.000 817920.000 910080.000 31230720.000 25793280.000 20448000.000 10460160.000 5760000.000 5621760.000 5690880.000 5552640.000 5483520.000 5483520.000 15068160.000 15874560.000 14860800.000 12165120.000 186359040.000
2833920.000 2142720.000 1831680.000 2131200.000 1728000.000 1589760.000 1831680.000 1958400.000 55342080.000 26058240.000 25943040.000 13086720.000 8017920.000 7856640.000 7833600.000 7476480.000 7073280.000 7073280.000 19710720.000 22383360.000 28546560.000 19918080.000 272367360.000
2419200.000 1082880.000 1105920.000 1451520.000 794880.000 645120.000 748800.000 1232640.000 50008320.000 40631040.000 25021440.000 12360960.000 8421120.000 8605440.000 7856640.000 8271360.000 8478720.000 8478720.000 19169280.000 21450240.000 29940480.000 16911360.000 275086080.000
2016000.000 898560.000 990720.000 2096640.000 1082880.000 852480.000 403200.000 449280.000 48718080.000 38856960.000 22590720.000 11669760.000 8432640.000 9158400.000 8593920.000 9008640.000 9008640.000 9008640.000 20275200.000 20620800.000 28926720.000 17763840.000 271422720.000
2718720.000 1094400.000 1105920.000 1693440.000 933120.000 840960.000 483840.000 599040.000 48441600.000 38177280.000 20770560.000 11842560.000 8870400.000 9400320.000 8616960.000 9008640.000 9135360.000 9008640.000 21116160.000 21358080.000 27763200.000 16588800.000 269568000.000
2211840.000 1163520.000 1152000.000 2419200.000 1324800.000 1128960.000 357120.000 622080.000 47462400.000 38626560.000 19514880.000 11900160.000 9239040.000 9584640.000 8616960.000 9008640.000 9204480.000 9008640.000 21484800.000 21553920.000 26380800.000 16680960.000 268646400.000
2983680.000 1278720.000 1370880.000 1935360.000 1255680.000 1128960.000 311040.000 956160.000 44225280.000 40700160.000 18927360.000 11715840.000 9169920.000 9319680.000 8616960.000 9008640.000 9204480.000 9008640.000 19699200.000 19065600.000 28984320.000 17418240.000 266284800.000
2499840.000 1486080.000 1451520.000 2741760.000 1716480.000 1428480.000 172800.000 829440.000 45123840.000 38810880.000 17671680.000 11784960.000 9204480.000 9423360.000 8616960.000 9008640.000 9204480.000 9008640.000 20286720.000 21335040.000 26184960.000 16254720.000 264245760.000
2960640.000 1347840.000 1382400.000 2085120.000 1428480.000 1393920.000 380160.000 1094400.000 44259840.000 39237120.000 17222400.000 11750400.000 9239040.000 9457920.000 8616960.000 9008640.000 9204480.000 9008640.000 19123200.000 18938880.000 28212480.000 16899840.000 262252800.000
1739520.000 1025280.000 1313280.000 1843200.000 1866240.000 1647360.000 380160.000 714240.000 47047680.000 39870720.000 17095680.000 12038400.000 9872640.000 10033920.000 9008640.000 9354240.000 9815040.000 9504000.000 16462080.000 22210560.000 29975040.000 18339840.000 271157760.000
1463040.000 760320.000 794880.000 1175040.000 1762560.000 1601280.000 587520.000 760320.000 46402560.000 40700160.000 16346880.000 12142080.000 9987840.000 10022400.000 9054720.000 9596160.000 10183680.000 9792000.000 18616320.000 23523840.000 27141120.000 17591040.000 270005760.000
1002240.000 771840.000 771840.000 979200.000 1440000.000 1244160.000 345600.000 760320.000 49236480.000 40435200.000 15966720.000 12280320.000 10402560.000 10552320.000 9607680.000 10160640.000 10563840.000 10045440.000 17291520.000 21749760.000 31610880.000 19031040.000 276249600.000
1036800.000 668160.000 587520.000 864000.000 1036800.000 921600.000 437760.000 1013760.000 45815040.000 43971840.000 15575040.000 12337920.000 10575360.000 10575360.000 9607680.000 10195200.000 10771200.000 10183680.000 17948160.000 23569920.000 28062720.000 20240640.000 275996160.000
898560.000 622080.000 679680.000 910080.000 1232640.000 1290240.000 426240.000 1117440.000 43672320.000 33672960.000 15217920.000 12337920.000 10575360.000 10483200.000 9377280.000 9987840.000 10771200.000 10183680.000 16531200.000 22567680.000 30620160.000 19468800.000 262644480.000
1359360.000 979200.000 449280.000 1071360.000 1290240.000 1128960.000 714240.000 1198080.000 52680960.000 47116800.000 14722560.000 12337920.000 10391040.000 10229760.000 9411840.000 10183680.000 10771200.000 10183680.000 16888320.000 23063040.000 28707840.000 19549440.000 284428800.000
