-nan -nan
1.000 0.980
0.976 0.592
0.357 0.717
0.982 0.978
0.983 0.982
0.992 0.987
0.997 0.995
0.991 0.991
0.993 0.993
0.997 0.997
0.997 0.997
0.989 0.992
0.997 0.997
0.994 0.994
0.996 0.997
0.992 0.992
0.994 0.995
0.997 0.998
0.993 0.995
0.998 0.998
0.979 0.980
0.991 0.991
0.998 0.998
0.997 0.997
0.995 0.995
0.998 0.998
0.997 0.998
0.995 0.996
0.986 0.987
0.996 0.994
0.992 0.993
0.997 0.997
0.996 0.997
0.990 0.995
0.992 0.992
0.999 0.999
0.995 0.997
0.993 0.994
0.995 0.994
0.997 0.997
0.992 0.994
0.991 0.991
0.998 0.997
0.995 0.995
0.997 0.998
0.995 0.996
0.999 0.999
0.987 0.990
0.998 0.998
0.995 0.995
0.989 0.989
0.999 0.998
0.994 0.995
0.997 0.997
0.988 0.990
0.995 0.995
0.990 0.992
0.997 0.997
0.996 0.996
0.995 0.996
0.983 0.986
0.997 0.997
0.992 0.993
0.996 0.996
0.996 0.996
0.994 0.994
0.997 0.997
0.988 0.991
0.996 0.997
0.991 0.994
0.998 0.998
0.996 0.996
0.996 0.997
0.992 0.993
0.997 0.997
0.997 0.998
0.990 0.991
0.998 0.998
0.992 0.995
0.996 0.997
0.983 0.985
0.996 0.995
0.992 0.993
0.996 0.997
0.997 0.996
0.999 0.999
0.984 0.984
0.997 0.996
0.997 0.998
0.994 0.996
0.998 0.998
0.994 0.995
0.999 0.998
0.985 0.986
0.993 0.992
0.992 0.992
0.992 0.993
0.998 0.997
