-nan -nan
0.928 0.917
0.583 0.686
0.252 0.251
0.256 0.254
0.282 0.282
0.316 0.311
0.325 0.327
0.350 0.346
0.368 0.368
0.343 0.342
0.893 0.863
0.890 0.919
0.805 0.801
0.743 0.762
0.701 0.691
0.839 0.818
0.904 0.903
0.915 0.917
0.899 0.921
0.922 0.903
0.875 0.897
0.873 0.871
0.840 0.830
0.803 0.805
0.789 0.797
0.880 0.879
0.866 0.868
0.867 0.851
0.842 0.837
0.813 0.829
0.781 0.781
0.726 0.732
0.684 0.680
0.714 0.786
0.863 0.818
0.853 0.880
0.877 0.866
0.847 0.861
0.918 0.887
0.880 0.899
0.843 0.849
0.831 0.828
0.814 0.833
0.802 0.804
0.781 0.767
0.719 0.734
0.682 0.706
0.800 0.807
0.778 0.787
0.788 0.770
0.783 0.794
0.813 0.812
0.875 0.868
0.834 0.853
0.875 0.861
0.866 0.883
0.853 0.819
0.850 0.856
0.852 0.874
0.859 0.861
0.861 0.841
0.818 0.836
0.809 0.807
0.738 0.720
0.615 0.630
0.664 0.629
0.667 0.700
0.473 0.477
0.483 0.475
0.648 0.627
0.776 0.774
0.717 0.724
0.656 0.658
0.586 0.592
0.535 0.534
0.527 0.526
0.612 0.588
0.941 0.932
0.933 0.916
0.940 0.951
0.943 0.941
0.871 0.870
0.845 0.859
0.886 0.870
0.887 0.886
0.880 0.901
0.915 0.889
0.908 0.919
0.903 0.899
0.840 0.832
0.860 0.859
0.870 0.870
0.860 0.883
0.859 0.837
0.831 0.854
0.657 0.642
0.591 0.594
0.524 0.534
