-nan -nan
0.556 0.571
0.674 0.726
0.917 0.894
0.983 0.977
0.985 0.987
0.991 0.991
0.994 0.993
0.996 0.998
0.997 0.997
0.999 0.999
1.000 0.999
1.000 1.000
1.000 1.000
1.000 1.000
1.000 0.999
0.999 0.999
0.994 0.996
0.995 0.984
0.981 0.984
0.997 0.996
0.998 0.998
1.000 1.000
0.993 0.993
0.988 0.989
0.989 0.988
0.992 0.992
0.993 0.994
0.995 0.994
0.995 0.995
0.995 0.994
0.993 0.994
0.994 0.993
0.997 0.982
0.993 0.994
0.997 0.996
0.997 0.997
0.993 0.994
0.996 0.996
0.989 0.969
0.977 0.980
0.982 0.984
0.986 0.985
0.988 0.987
0.988 0.988
0.988 0.989
0.989 0.989
0.989 0.987
0.987 0.988
1.000 0.999
0.998 0.998
0.996 0.997
0.992 0.995
0.989 0.993
0.992 0.990
0.990 0.993
0.991 0.979
0.995 0.994
0.996 0.996
0.996 0.987
0.975 0.983
0.951 0.949
0.956 0.952
0.956 0.948
0.949 0.945
0.933 0.946
0.936 0.940
0.958 0.953
0.945 0.951
0.939 0.943
0.940 0.934
0.959 0.958
0.961 0.963
0.964 0.966
0.979 0.979
0.987 0.985
0.990 0.978
0.982 0.980
0.969 0.971
0.983 0.974
0.977 0.975
0.976 0.971
0.971 0.975
0.985 0.986
0.991 0.990
0.987 0.986
0.982 0.983
0.977 0.979
0.972 0.966
0.967 0.965
0.991 0.989
0.993 0.993
0.988 0.990
0.987 0.984
0.988 0.989
0.986 0.990
0.989 0.989
0.985 0.985
0.984 0.976
