-nan -nan
0.070 0.067
0.113 0.061
0.283 0.299
0.207 0.214
0.275 0.255
0.286 0.270
0.291 0.289
0.297 0.297
0.166 0.168
0.174 0.178
0.165 0.159
0.322 0.341
0.076 0.081
0.284 0.266
0.376 0.355
0.314 0.318
0.205 0.225
0.360 0.339
0.361 0.359
0.367 0.365
0.379 0.371
0.379 0.377
0.378 0.378
0.381 0.381
0.145 0.150
0.182 0.182
0.174 0.165
0.148 0.158
0.042 0.040
0.248 0.242
0.353 0.349
0.121 0.138
0.374 0.359
0.283 0.282
0.226 0.226
0.147 0.153
0.020 0.019
0.142 0.128
0.248 0.241
0.096 0.106
0.156 0.157
0.283 0.255
0.406 0.396
0.403 0.396
0.500 0.464
0.246 0.234
0.342 0.338
0.156 0.157
0.231 0.223
0.117 0.127
0.213 0.211
0.252 0.233
0.345 0.333
0.309 0.318
0.341 0.336
0.173 0.173
0.358 0.353
0.374 0.372
0.377 0.377
0.131 0.134
0.211 0.204
0.119 0.122
0.068 0.069
0.085 0.086
0.152 0.150
0.228 0.198
0.191 0.216
0.138 0.138
0.219 0.205
0.235 0.243
0.233 0.229
0.353 0.356
0.241 0.234
0.078 0.069
0.319 0.298
0.106 0.109
0.144 0.162
0.401 0.386
0.420 0.412
0.415 0.412
0.412 0.413
0.239 0.245
0.112 0.113
0.031 0.030
0.329 0.322
0.141 0.146
0.383 0.375
0.397 0.396
0.101 0.100
0.064 0.066
0.290 0.267
0.363 0.357
0.102 0.105
0.263 0.249
0.355 0.327
0.379 0.368
0.160 0.172
0.221 0.223
