-nan -nan
0.396 0.394
0.898 0.904
0.108 0.110
0.066 0.065
0.058 0.058
0.054 0.054
0.051 0.052
0.049 0.049
0.048 0.048
0.047 0.048
0.047 0.047
0.047 0.047
0.047 0.047
0.046 0.046
0.044 0.045
0.043 0.042
0.058 0.057
0.049 0.050
0.047 0.046
0.043 0.043
0.042 0.042
0.041 0.041
0.043 0.044
0.056 0.055
0.050 0.049
0.045 0.047
0.044 0.043
0.042 0.042
0.041 0.041
0.045 0.046
0.055 0.055
0.049 0.049
0.044 0.045
0.044 0.043
0.042 0.042
0.041 0.041
0.048 0.048
0.053 0.053
0.048 0.049
0.045 0.044
0.043 0.044
0.042 0.042
0.041 0.041
0.051 0.052
0.052 0.052
0.048 0.048
0.045 0.045
0.042 0.043
0.042 0.042
0.041 0.040
0.053 0.054
0.052 0.051
0.047 0.047
0.044 0.044
0.042 0.042
0.042 0.042
0.041 0.040
0.056 0.056
0.050 0.051
0.046 0.047
0.044 0.044
0.042 0.042
0.042 0.042
0.042 0.041
0.056 0.056
0.051 0.050
0.046 0.046
0.043 0.044
0.042 0.042
0.042 0.042
0.044 0.043
0.055 0.056
0.049 0.049
0.046 0.045
0.043 0.044
0.042 0.042
0.042 0.042
0.046 0.045
0.054 0.054
0.048 0.049
0.046 0.046
0.042 0.043
0.042 0.042
0.041 0.042
0.048 0.047
0.053 0.054
0.049 0.048
0.044 0.045
0.043 0.042
0.042 0.042
0.041 0.042
0.050 0.049
0.053 0.053
0.047 0.048
0.044 0.044
0.043 0.042
0.041 0.041
0.041 0.042
