-nan -nan
0.725 0.820
0.656 0.587
0.669 0.689
0.678 0.652
0.646 0.679
0.662 0.626
0.615 0.657
0.631 0.591
0.581 0.618
0.585 0.562
0.564 0.567
0.530 0.554
0.538 0.507
0.509 0.517
0.478 0.509
0.483 0.455
0.469 0.455
0.435 0.450
0.421 0.441
0.415 0.413
0.410 0.394
0.394 0.387
0.385 0.379
0.371 0.370
0.356 0.357
0.341 0.345
0.335 0.334
0.328 0.325
0.314 0.316
0.308 0.313
0.309 0.315
0.313 0.315
0.311 0.316
0.310 0.318
0.437 0.399
0.603 0.630
0.614 0.597
0.590 0.584
0.576 0.574
0.557 0.557
0.537 0.536
0.512 0.517
0.491 0.497
0.470 0.476
0.460 0.463
0.448 0.447
0.437 0.435
0.420 0.418
0.411 0.406
0.394 0.390
0.376 0.379
0.365 0.364
0.362 0.364
0.364 0.367
0.365 0.366
0.365 0.366
0.362 0.373
0.571 0.539
0.664 0.673
0.654 0.648
0.626 0.635
0.615 0.612
0.594 0.594
0.573 0.572
0.550 0.551
0.531 0.528
0.508 0.510
0.488 0.487
0.474 0.475
0.458 0.459
0.444 0.444
0.428 0.430
0.413 0.415
0.404 0.405
0.393 0.390
0.373 0.377
0.364 0.366
0.358 0.358
0.359 0.361
0.363 0.361
0.363 0.368
0.645 0.610
0.680 0.667
0.641 0.667
0.637 0.641
0.610 0.606
0.591 0.589
0.563 0.567
0.554 0.552
0.534 0.533
0.515 0.513
0.495 0.493
0.476 0.475
0.459 0.459
0.444 0.441
0.429 0.432
0.414 0.415
0.400 0.402
