-nan -nan
0.600 0.667
0.369 0.355
0.276 0.261
0.254 0.252
0.227 0.238
0.233 0.224
0.213 0.227
0.213 0.205
0.205 0.201
0.189 0.194
0.181 0.180
0.157 0.165
0.150 0.141
0.123 0.131
0.104 0.103
0.094 0.091
0.085 0.088
0.088 0.088
0.085 0.085
0.085 0.085
0.082 0.082
0.085 0.085
0.091 0.088
0.087 0.090
0.087 0.084
0.084 0.087
0.087 0.084
0.084 0.087
0.086 0.084
0.085 0.087
0.084 0.084
0.086 0.084
0.084 0.084
0.083 0.084
0.082 0.083
0.090 0.088
0.087 0.085
0.084 0.084
0.082 0.084
0.081 0.081
0.081 0.084
0.090 0.087
0.089 0.087
0.085 0.087
0.087 0.087
0.085 0.084
0.087 0.087
0.084 0.084
0.087 0.085
0.084 0.086
0.084 0.084
0.084 0.084
0.084 0.084
0.081 0.081
0.090 0.088
0.085 0.086
0.084 0.084
0.083 0.084
0.081 0.081
0.081 0.081
0.090 0.089
0.087 0.089
0.087 0.087
0.087 0.084
0.084 0.087
0.086 0.084
0.085 0.087
0.084 0.084
0.087 0.085
0.084 0.086
0.084 0.084
0.084 0.084
0.081 0.082
0.087 0.087
0.087 0.087
0.084 0.084
0.084 0.084
0.081 0.081
0.081 0.081
0.087 0.087
0.090 0.087
0.087 0.087
0.084 0.087
0.087 0.086
0.084 0.085
0.087 0.084
0.084 0.087
0.084 0.084
0.087 0.085
0.084 0.086
0.084 0.081
0.081 0.084
0.087 0.084
0.087 0.089
0.084 0.085
0.084 0.082
0.081 0.084
0.081 0.081
