-nan -nan
0.097 0.085
0.205 0.207
0.804 0.803
0.812 0.815
0.630 0.624
0.510 0.524
0.711 0.712
0.433 0.431
0.679 0.677
0.481 0.479
0.619 0.633
0.403 0.403
0.487 0.483
0.414 0.447
0.395 0.385
0.440 0.470
0.357 0.375
0.510 0.508
0.653 0.655
0.740 0.754
0.792 0.779
0.770 0.782
0.742 0.741
0.743 0.740
0.697 0.708
0.373 0.376
0.672 0.666
0.665 0.671
0.400 0.396
0.674 0.679
0.424 0.427
0.494 0.485
0.646 0.662
0.765 0.775
0.769 0.762
0.485 0.508
0.427 0.420
0.636 0.634
0.694 0.694
0.740 0.735
0.733 0.734
0.736 0.738
0.741 0.741
0.731 0.733
0.705 0.705
0.737 0.724
0.743 0.751
0.725 0.729
0.728 0.735
0.703 0.697
0.464 0.478
0.572 0.567
0.760 0.763
0.750 0.754
0.758 0.760
0.764 0.764
0.616 0.620
0.450 0.445
0.716 0.709
0.751 0.764
0.762 0.755
0.750 0.746
0.699 0.714
0.755 0.738
0.707 0.719
0.404 0.412
0.664 0.660
0.444 0.439
0.753 0.750
0.794 0.790
0.807 0.810
0.789 0.792
0.779 0.772
0.741 0.741
0.767 0.767
0.773 0.776
0.754 0.769
0.811 0.803
0.758 0.761
0.802 0.801
0.774 0.777
0.802 0.803
0.781 0.783
0.783 0.773
0.790 0.795
0.803 0.811
0.799 0.791
0.758 0.748
0.765 0.777
0.762 0.760
0.757 0.750
0.701 0.713
0.746 0.750
0.720 0.716
0.702 0.701
0.727 0.731
0.533 0.537
0.412 0.404
