-nan -nan
0.733 0.734
0.384 0.384
0.542 0.522
0.766 0.778
0.813 0.812
0.843 0.844
0.789 0.788
0.152 0.149
0.313 0.317
0.495 0.495
0.729 0.728
0.774 0.775
0.261 0.261
0.098 0.094
0.196 0.201
0.349 0.343
0.426 0.424
0.467 0.462
0.537 0.541
0.507 0.510
0.317 0.307
0.465 0.471
0.574 0.576
0.606 0.606
0.650 0.649
0.704 0.704
0.765 0.765
0.247 0.248
0.477 0.476
0.537 0.539
0.556 0.556
0.582 0.581
0.573 0.574
0.173 0.172
0.433 0.426
0.495 0.497
0.586 0.590
0.574 0.575
0.544 0.546
0.210 0.204
0.506 0.508
0.542 0.543
0.315 0.316
0.389 0.384
0.392 0.399
0.178 0.175
0.350 0.353
0.481 0.481
0.570 0.566
0.616 0.613
0.416 0.407
0.128 0.129
0.096 0.094
0.155 0.151
0.272 0.271
0.398 0.400
0.508 0.523
0.100 0.100
0.244 0.244
0.406 0.390
0.456 0.461
0.515 0.504
0.583 0.581
0.592 0.592
0.653 0.656
0.185 0.185
0.391 0.381
0.512 0.506
0.568 0.567
0.625 0.625
0.641 0.647
0.698 0.701
0.270 0.269
0.225 0.226
0.520 0.511
0.391 0.401
0.241 0.239
0.529 0.507
0.649 0.664
0.412 0.414
0.317 0.315
0.563 0.559
0.615 0.617
0.611 0.613
0.208 0.208
0.642 0.595
0.661 0.688
0.518 0.517
0.194 0.192
0.499 0.498
0.543 0.542
0.606 0.606
0.635 0.635
0.149 0.147
0.345 0.346
0.416 0.415
0.538 0.540
0.522 0.525
