-nan -nan
0.992 0.974
0.908 0.866
0.705 0.709
0.785 0.820
0.800 0.841
0.820 0.789
0.813 0.832
0.793 0.794
0.865 0.847
0.878 0.915
0.815 0.798
0.786 0.769
0.743 0.747
0.703 0.709
0.682 0.673
0.654 0.646
0.745 0.757
0.749 0.741
0.807 0.803
0.744 0.780
0.600 0.600
0.727 0.721
0.766 0.767
0.857 0.852
0.922 0.881
0.860 0.862
0.752 0.723
0.697 0.697
0.918 0.911
0.860 0.815
0.884 0.935
0.816 0.833
0.806 0.807
0.784 0.785
0.781 0.766
0.819 0.818
0.820 0.835
0.767 0.750
0.739 0.703
0.782 0.767
0.432 0.473
0.650 0.648
0.829 0.828
0.840 0.845
0.738 0.689
0.769 0.832
0.826 0.820
0.863 0.862
0.901 0.900
0.891 0.894
0.892 0.894
0.820 0.814
0.783 0.799
0.758 0.650
0.713 0.674
0.506 0.553
0.653 0.654
0.741 0.746
0.896 0.894
0.892 0.885
0.881 0.888
0.896 0.898
0.928 0.935
0.946 0.935
0.914 0.911
0.916 0.924
0.929 0.920
0.906 0.895
0.903 0.888
0.768 0.600
0.843 0.835
0.855 0.852
0.846 0.844
0.851 0.852
0.906 0.895
0.935 0.949
0.931 0.919
0.935 0.935
0.935 0.937
0.939 0.939
0.950 0.951
0.946 0.944
0.963 0.966
0.956 0.952
0.944 0.949
0.955 0.955
0.976 0.975
0.968 0.973
0.921 0.915
0.794 0.775
0.869 0.904
0.794 0.818
0.855 0.814
0.797 0.805
0.762 0.684
0.859 0.843
0.723 0.721
0.752 0.756
