512 0.6788333333333333 0.5885196539993777 0.7691470126672889
1024 0.5351666666666667 0.4384274669243106 0.6319058664090227
2048 0.3378333333333333 0.2467001779235005 0.4289664887431661
4096 0.2145 0.13633654941717227 0.2926634505828277


512 0.45549999999999996 0.359264375859762 0.5517356241402379
1024 0.29650000000000004 0.2078424624763333 0.38515753752366677
2048 0.12616666666666668 0.0631579924502751 0.18917534088305826
4096 0.026666666666666665 -0.00258179169252052 0.05591512502585385


512 0.23 0.148345423100009 0.311654576899991
1024 0.05 0.006537133781117824 0.09346286621888218
2048 0.0 0.0 0.0
4096 0.0 0.0 0.0


