-nan -nan
0.734 0.737
0.601 0.599
0.594 0.593
0.469 0.475
0.418 0.415
0.404 0.403
0.636 0.636
0.585 0.584
0.499 0.495
0.609 0.611
0.650 0.649
0.520 0.523
0.469 0.478
0.464 0.448
0.636 0.652
0.794 0.792
0.636 0.635
0.567 0.570
0.571 0.579
0.497 0.494
0.683 0.684
0.690 0.692
0.757 0.757
0.693 0.686
0.573 0.577
0.564 0.561
0.504 0.503
0.432 0.438
0.390 0.386
0.351 0.348
0.602 0.601
0.546 0.550
0.467 0.465
0.511 0.508
0.642 0.645
0.566 0.564
0.769 0.772
0.755 0.751
0.826 0.826
0.866 0.871
0.879 0.876
0.782 0.785
0.840 0.841
0.810 0.815
0.713 0.716
0.817 0.817
0.837 0.843
0.897 0.898
0.811 0.812
0.676 0.669
0.567 0.575
0.701 0.701
0.787 0.790
0.651 0.649
0.541 0.542
0.497 0.497
0.441 0.445
0.397 0.387
0.597 0.602
0.549 0.551
0.511 0.506
0.415 0.421
0.370 0.371
0.646 0.639
0.805 0.806
0.757 0.761
0.805 0.807
0.803 0.799
0.727 0.722
0.623 0.632
0.568 0.569
0.752 0.747
0.714 0.711
0.581 0.584
0.678 0.673
0.735 0.742
0.864 0.858
0.851 0.859
0.824 0.825
0.847 0.853
0.875 0.867
0.826 0.844
0.925 0.926
0.836 0.833
0.842 0.842
0.868 0.865
0.773 0.777
0.699 0.703
0.574 0.571
0.568 0.565
0.776 0.779
0.668 0.669
0.556 0.556
0.495 0.494
0.408 0.403
0.366 0.372
0.326 0.329
0.345 0.334
