-nan -nan
0.871 0.855
0.356 0.152
0.691 0.769
0.585 0.614
0.746 0.741
0.569 0.574
0.729 0.720
0.808 0.814
0.860 0.853
0.840 0.849
0.599 0.599
0.799 0.789
0.823 0.823
0.792 0.795
0.798 0.807
0.702 0.699
0.703 0.721
0.656 0.671
0.791 0.790
0.790 0.815
0.630 0.652
0.714 0.714
0.586 0.585
0.696 0.693
0.753 0.765
0.783 0.773
0.802 0.805
0.806 0.804
0.769 0.776
0.717 0.726
0.556 0.547
0.631 0.643
0.696 0.697
0.724 0.720
0.664 0.674
0.575 0.576
0.661 0.655
0.614 0.609
0.700 0.710
0.639 0.633
0.610 0.615
0.709 0.706
0.690 0.700
0.589 0.590
0.701 0.706
0.758 0.758
0.792 0.775
0.802 0.804
0.775 0.767
0.612 0.624
0.645 0.651
0.732 0.729
0.730 0.722
0.624 0.624
0.725 0.737
0.723 0.713
0.638 0.649
0.746 0.732
0.654 0.669
0.591 0.592
0.686 0.689
0.702 0.700
0.666 0.665
0.718 0.725
0.671 0.671
0.752 0.743
0.705 0.719
0.685 0.685
0.772 0.764
0.794 0.796
0.825 0.823
0.829 0.829
0.801 0.805
0.782 0.794
0.641 0.648
0.655 0.653
0.748 0.741
0.768 0.776
0.783 0.778
0.729 0.734
0.618 0.617
0.711 0.704
0.738 0.747
0.634 0.636
0.706 0.711
0.648 0.652
0.729 0.728
0.742 0.751
0.650 0.657
0.701 0.692
0.641 0.641
0.722 0.730
0.772 0.767
0.758 0.768
0.562 0.573
0.653 0.655
0.724 0.721
0.664 0.673
