-nan -nan
0.921 0.900
0.887 0.910
0.874 0.865
0.859 0.876
0.867 0.857
0.825 0.835
0.854 0.891
0.851 0.813
0.846 0.889
0.842 0.804
0.867 0.858
0.763 0.840
0.797 0.777
0.771 0.772
0.766 0.809
0.770 0.711
0.790 0.782
0.809 0.809
0.742 0.819
0.762 0.782
0.791 0.768
0.744 0.698
0.698 0.766
0.664 0.633
0.679 0.648
0.648 0.646
0.631 0.606
0.506 0.527
0.590 0.630
0.576 0.625
0.629 0.629
0.590 0.564
0.586 0.573
0.545 0.530
0.634 0.602
0.576 0.635
0.559 0.588
0.627 0.575
0.632 0.597
0.632 0.608
0.528 0.633
0.607 0.525
0.633 0.633
0.627 0.629
0.512 0.512
0.508 0.544
0.631 0.589
0.511 0.585
0.632 0.543
0.591 0.632
0.536 0.560
0.635 0.566
0.629 0.635
0.634 0.634
0.511 0.508
0.557 0.635
0.575 0.566
0.635 0.621
0.636 0.581
0.510 0.531
0.554 0.609
0.582 0.510
0.564 0.635
0.566 0.515
0.612 0.630
0.527 0.559
0.636 0.573
0.631 0.635
0.635 0.595
0.512 0.546
0.530 0.614
0.608 0.568
0.635 0.632
0.626 0.587
0.518 0.511
0.510 0.564
0.635 0.568
0.510 0.575
0.635 0.559
0.524 0.605
0.616 0.532
0.589 0.634
0.558 0.600
0.632 0.576
0.559 0.591
0.569 0.511
0.635 0.636
0.636 0.636
0.527 0.610
0.554 0.530
0.564 0.511
0.534 0.619
0.605 0.524
0.559 0.635
0.575 0.511
0.598 0.636
0.539 0.562
0.636 0.573
