-nan -nan
0.894 0.888
0.792 0.817
0.830 0.818
0.808 0.805
0.800 0.823
0.826 0.815
0.828 0.828
0.775 0.786
0.748 0.740
0.772 0.762
0.684 0.707
0.663 0.665
0.712 0.703
0.697 0.688
0.698 0.717
0.744 0.735
0.789 0.790
0.822 0.830
0.820 0.814
0.822 0.831
0.834 0.836
0.778 0.785
0.752 0.752
0.744 0.741
0.742 0.743
0.700 0.710
0.658 0.662
0.668 0.672
0.695 0.670
0.630 0.639
0.624 0.650
0.653 0.642
0.656 0.642
0.634 0.660
0.639 0.640
0.682 0.659
0.642 0.639
0.648 0.679
0.654 0.618
0.598 0.615
0.610 0.624
0.630 0.601
0.554 0.586
0.611 0.575
0.562 0.561
0.596 0.613
0.668 0.658
0.669 0.665
0.640 0.657
0.754 0.752
0.781 0.765
0.712 0.736
0.774 0.755
0.748 0.749
0.772 0.775
0.811 0.808
0.805 0.813
0.751 0.755
0.795 0.781
0.761 0.751
0.785 0.801
0.827 0.826
0.806 0.802
0.784 0.797
0.773 0.778
0.752 0.737
0.691 0.702
0.700 0.706
0.704 0.708
0.745 0.734
0.716 0.697
0.646 0.681
0.674 0.647
0.632 0.656
0.627 0.629
0.675 0.648
0.664 0.693
0.704 0.686
0.709 0.708
0.719 0.723
0.733 0.724
0.694 0.693
0.655 0.670
0.647 0.652
0.649 0.639
0.615 0.613
0.633 0.649
0.702 0.714
0.755 0.738
0.776 0.789
0.788 0.778
0.769 0.780
0.773 0.764
0.763 0.757
0.780 0.793
0.786 0.783
0.738 0.721
0.750 0.773
