-nan -nan
0.978 0.958
0.940 0.936
0.953 0.964
0.977 0.977
0.948 0.940
0.959 0.965
0.973 0.973
0.981 0.980
0.969 0.970
0.918 0.920
0.884 0.884
0.982 0.978
0.986 0.988
0.939 0.944
0.908 0.915
0.923 0.924
0.968 0.970
0.962 0.964
0.958 0.959
0.922 0.921
0.940 0.941
0.951 0.953
0.948 0.949
0.938 0.946
0.927 0.934
0.944 0.945
0.949 0.951
0.939 0.936
0.947 0.949
0.933 0.929
0.949 0.948
0.952 0.955
0.942 0.939
0.943 0.942
0.938 0.937
0.950 0.947
0.946 0.947
0.943 0.939
0.955 0.954
0.946 0.946
0.950 0.947
0.934 0.942
0.938 0.936
0.953 0.952
0.941 0.941
0.951 0.952
0.938 0.943
0.940 0.941
0.956 0.957
0.943 0.945
0.945 0.948
0.931 0.936
0.942 0.945
0.960 0.961
0.949 0.949
0.948 0.960
0.928 0.944
0.937 0.939
0.954 0.953
0.948 0.948
0.957 0.958
0.934 0.931
0.934 0.934
0.951 0.954
0.951 0.947
0.956 0.955
0.936 0.934
0.934 0.934
0.946 0.950
0.952 0.948
0.949 0.949
0.931 0.928
0.939 0.944
0.938 0.950
0.953 0.952
0.949 0.951
0.927 0.927
0.949 0.949
0.943 0.951
0.955 0.955
0.943 0.946
0.931 0.931
0.948 0.946
0.941 0.939
0.953 0.956
0.946 0.947
0.932 0.934
0.948 0.948
0.941 0.941
0.952 0.956
0.945 0.946
0.936 0.940
0.953 0.955
0.945 0.943
0.953 0.954
0.946 0.946
0.941 0.940
0.953 0.954
