-nan -nan
0.353 0.350
0.472 0.381
0.523 0.604
0.573 0.577
0.689 0.670
0.862 0.878
0.875 0.873
0.833 0.833
0.894 0.895
0.870 0.868
0.879 0.883
0.853 0.846
0.875 0.874
0.863 0.874
0.848 0.859
0.855 0.856
0.818 0.824
0.890 0.874
0.824 0.837
0.871 0.875
0.847 0.851
0.808 0.808
0.857 0.859
0.802 0.831
0.871 0.876
0.854 0.851
0.845 0.846
0.848 0.839
0.824 0.841
0.835 0.840
0.850 0.851
0.839 0.842
0.836 0.824
0.815 0.836
0.848 0.845
0.873 0.877
0.857 0.860
0.873 0.867
0.831 0.847
0.863 0.863
0.865 0.867
0.873 0.874
0.882 0.874
0.821 0.827
0.833 0.830
0.870 0.872
0.869 0.876
0.839 0.842
0.848 0.835
0.863 0.863
0.891 0.893
0.873 0.874
0.866 0.871
0.843 0.841
0.870 0.881
0.880 0.880
0.864 0.878
0.885 0.891
0.896 0.893
0.880 0.884
0.873 0.860
0.857 0.873
0.890 0.894
0.889 0.889
0.886 0.896
0.856 0.843
0.832 0.840
0.848 0.850
0.871 0.876
0.841 0.850
0.891 0.880
0.858 0.864
0.874 0.879
0.896 0.899
0.878 0.879
0.904 0.908
0.901 0.895
0.897 0.898
0.875 0.879
0.877 0.884
0.885 0.870
0.885 0.888
0.885 0.887
0.922 0.923
0.889 0.902
0.890 0.892
0.848 0.869
0.872 0.869
0.886 0.887
0.914 0.914
0.899 0.898
0.866 0.874
0.862 0.857
0.882 0.888
0.886 0.897
0.875 0.870
0.917 0.917
0.858 0.867
