-nan -nan
0.040 0.034
0.042 0.043
0.151 0.090
0.218 0.326
0.353 0.173
0.185 0.176
0.299 0.231
0.311 0.302
0.321 0.324
0.334 0.334
0.348 0.349
0.081 0.081
0.282 0.283
0.247 0.297
0.289 0.284
0.301 0.300
0.360 0.339
0.372 0.361
0.372 0.369
0.236 0.240
0.050 0.050
0.303 0.298
0.320 0.317
0.407 0.413
0.453 0.454
0.107 0.106
0.107 0.111
0.248 0.240
0.234 0.231
0.297 0.286
0.300 0.300
0.306 0.306
0.315 0.316
0.318 0.318
0.327 0.325
0.349 0.358
0.361 0.360
0.367 0.366
0.370 0.370
0.370 0.370
0.372 0.372
0.371 0.371
0.383 0.383
0.139 0.143
0.361 0.356
0.377 0.376
0.445 0.435
0.088 0.089
0.185 0.179
0.459 0.433
0.233 0.239
0.323 0.326
0.218 0.223
0.227 0.213
0.319 0.302
0.322 0.321
0.325 0.324
0.325 0.325
0.328 0.328
0.329 0.329
0.392 0.418
0.060 0.059
0.336 0.329
0.344 0.343
0.345 0.346
0.356 0.358
0.374 0.372
0.373 0.373
0.402 0.399
0.215 0.220
0.193 0.190
0.217 0.193
0.345 0.329
0.299 0.301
0.133 0.147
0.124 0.126
0.157 0.157
0.124 0.124
0.122 0.123
0.179 0.176
0.276 0.266
0.092 0.089
0.181 0.177
0.480 0.449
0.170 0.173
0.109 0.108
0.071 0.070
0.220 0.224
0.249 0.253
0.146 0.143
0.363 0.344
0.406 0.391
0.170 0.181
0.287 0.296
0.136 0.140
0.082 0.078
0.356 0.323
0.448 0.439
