0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
1728000.000 1728000.000 1728000.000 1728000.000 1728000.000 1728000.000 1728000.000 1728000.000 1728000.000 1555200.000 1267200.000 898560.000 806400.000 806400.000 806400.000 806400.000 806400.000 23304960.000
5541120.000 5541120.000 5541120.000 5218560.000 4066560.000 2592000.000 1854720.000 1854720.000 1854720.000 2027520.000 2315520.000 2684160.000 2776320.000 2776320.000 2776320.000 2776320.000 2776320.000 54973440.000
12890880.000 12107520.000 11105280.000 7050240.000 8893440.000 7004160.000 6451200.000 6451200.000 6451200.000 6451200.000 6451200.000 6451200.000 6451200.000 6451200.000 6451200.000 6451200.000 5760000.000 129323520.000
11093760.000 11001600.000 11093760.000 14088960.000 6128640.000 4389120.000 3651840.000 3651840.000 3651840.000 3651840.000 3651840.000 3651840.000 3651840.000 3651840.000 3651840.000 3651840.000 6923520.000 101237760.000
11197440.000 12072960.000 12983040.000 14227200.000 5944320.000 4492800.000 3732480.000 3006720.000 3006720.000 2799360.000 2799360.000 2799360.000 2799360.000 2799360.000 2799360.000 2799360.000 6128640.000 96387840.000
11301120.000 11301120.000 11301120.000 10782720.000 4561920.000 3456000.000 2960640.000 3686400.000 3686400.000 3893760.000 3893760.000 3893760.000 3893760.000 3893760.000 3525120.000 3110400.000 7234560.000 96376320.000
13340160.000 12637440.000 11370240.000 10863360.000 4665600.000 3559680.000 3041280.000 3041280.000 3041280.000 3041280.000 3041280.000 3041280.000 3041280.000 3041280.000 3409920.000 3824640.000 8386560.000 96387840.000
12971520.000 12234240.000 13466880.000 10955520.000 4769280.000 3663360.000 3144960.000 3144960.000 3144960.000 3144960.000 3144960.000 3144960.000 3144960.000 3144960.000 3144960.000 3144960.000 6877440.000 96387840.000
11992320.000 13397760.000 11911680.000 11082240.000 4872960.000 3767040.000 3248640.000 3248640.000 3248640.000 3248640.000 3248640.000 3248640.000 3248640.000 3248640.000 3248640.000 3248640.000 6877440.000 96387840.000
11715840.000 11750400.000 12476160.000 11162880.000 4976640.000 3870720.000 3352320.000 3352320.000 3352320.000 3352320.000 3352320.000 3352320.000 3352320.000 3352320.000 3352320.000 3352320.000 6912000.000 96387840.000
11784960.000 11784960.000 11059200.000 11208960.000 5057280.000 3974400.000 3444480.000 3444480.000 3444480.000 3444480.000 3444480.000 3444480.000 3444480.000 3444480.000 3444480.000 3444480.000 7061760.000 96376320.000
11496960.000 10206720.000 11485440.000 11312640.000 5149440.000 4078080.000 3525120.000 3525120.000 3525120.000 3525120.000 3525120.000 3525120.000 3525120.000 3525120.000 3525120.000 3525120.000 7407360.000 96387840.000
10460160.000 10886400.000 9907200.000 11427840.000 5253120.000 4158720.000 3628800.000 3628800.000 3628800.000 3628800.000 3628800.000 3628800.000 3628800.000 3628800.000 3628800.000 3628800.000 8006400.000 96387840.000
9976320.000 10840320.000 12061440.000 11508480.000 5356800.000 4250880.000 3732480.000 3732480.000 3732480.000 3732480.000 3732480.000 3732480.000 3732480.000 3732480.000 3271680.000 2730240.000 6531840.000 96387840.000
12165120.000 12165120.000 12165120.000 11612160.000 5460480.000 4354560.000 3836160.000 3375360.000 2799360.000 2545920.000 2545920.000 2545920.000 2545920.000 2545920.000 3006720.000 3548160.000 9169920.000 96387840.000
12268800.000 10828800.000 10310400.000 7799040.000 3697920.000 2960640.000 2615040.000 3075840.000 3651840.000 3905280.000 3905280.000 3905280.000 3905280.000 3905280.000 3905280.000 3905280.000 11831040.000 96376320.000
8236800.000 9676800.000 10195200.000 11784960.000 5610240.000 4527360.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 4008960.000 3352320.000 2914560.000 2661120.000 9365760.000 96387840.000
12441600.000 11312640.000 10425600.000 7914240.000 3790080.000 3075840.000 2730240.000 2730240.000 2730240.000 2730240.000 2730240.000 2730240.000 2730240.000 3386880.000 3824640.000 4078080.000 17026560.000 96387840.000
8328960.000 9457920.000 10344960.000 11784960.000 4896000.000 4619520.000 4147200.000 4147200.000 4147200.000 4147200.000 4147200.000 4147200.000 2730240.000 2730240.000 2661120.000 2661120.000 6704640.000 91802880.000
14734080.000 13478400.000 12568320.000 5955840.000 2868480.000 2338560.000 2073600.000 2073600.000 2073600.000 2073600.000 2073600.000 2073600.000 3490560.000 3490560.000 2776320.000 2776320.000 24053760.000 100972800.000
14711040.000 15966720.000 15621120.000 6048000.000 2972160.000 2419200.000 2177280.000 2177280.000 2177280.000 2177280.000 2177280.000 2177280.000 2177280.000 2177280.000 2177280.000 2177280.000 16865280.000 96376320.000
12752640.000 12752640.000 14008320.000 8225280.000 4124160.000 3283200.000 2396160.000 2396160.000 2280960.000 2280960.000 2280960.000 2280960.000 2280960.000 2280960.000 2280960.000 2280960.000 18201600.000 96387840.000
12821760.000 12821760.000 12821760.000 6289920.000 3214080.000 2764800.000 3087360.000 3087360.000 3202560.000 2557440.000 2499840.000 2465280.000 2384640.000 2384640.000 2384640.000 2384640.000 19215360.000 96387840.000
12913920.000 12913920.000 12913920.000 6393600.000 3317760.000 2764800.000 2511360.000 2511360.000 2511360.000 2776320.000 2488320.000 2522880.000 2488320.000 2488320.000 2488320.000 2488320.000 19895040.000 96387840.000
12994560.000 12994560.000 12994560.000 6462720.000 3386880.000 2868480.000 2592000.000 2511360.000 1866240.000 2246400.000 2442240.000 2442240.000 2557440.000 2557440.000 2592000.000 2592000.000 20286720.000 96387840.000
13063680.000 13063680.000 13063680.000 6105600.000 3490560.000 2384640.000 1785600.000 1866240.000 2511360.000 2511360.000 2661120.000 2661120.000 2661120.000 2661120.000 2695680.000 2695680.000 20494080.000 96376320.000
13155840.000 13155840.000 11923200.000 4896000.000 2384640.000 2626560.000 2764800.000 2764800.000 2764800.000 2764800.000 2764800.000 2764800.000 2764800.000 2764800.000 2799360.000 2799360.000 20528640.000 96387840.000
12384000.000 11082240.000 10103040.000 6739200.000 3663360.000 3133440.000 2868480.000 2868480.000 2868480.000 2868480.000 2868480.000 2868480.000 2868480.000 2868480.000 2903040.000 2903040.000 20528640.000 96387840.000
