0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
5195520.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 1981440.000 5184000.000 5184000.000 2016000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 1969920.000 5184000.000 5184000.000 5184000.000 1728000.000 5184000.000 1808640.000 5184000.000 5184000.000 1785600.000 5184000.000 5184000.000 5184000.000 1762560.000 5184000.000 5184000.000 5184000.000 1762560.000 1739520.000 5184000.000 2119680.000 5184000.000 5184000.000 5184000.000 1831680.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 2937600.000 5184000.000 1820160.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 2937600.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 5184000.000 1520640.000 5184000.000 5126400.000 5126400.000 2937600.000 1992960.000 5126400.000 5126400.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 2937600.000 4642560.000 1509120.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 4642560.000 3628800.000 2304000.000 595791360.000
4849920.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 4838400.000 2257920.000 4838400.000 4838400.000 2753280.000 4838400.000 4838400.000 4838400.000 4838400.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 2062080.000 4826880.000 4826880.000 4826880.000 794880.000 4826880.000 4896000.000 4826880.000 4826880.000 207360.000 4826880.000 4826880.000 4826880.000 207360.000 4826880.000 4826880.000 4826880.000 207360.000 207360.000 4826880.000 5760000.000 4826880.000 4826880.000 4826880.000 5299200.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 7764480.000 4826880.000 5172480.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 7914240.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 4826880.000 299520.000 4826880.000 4757760.000 4757760.000 8087040.000 2350080.000 4757760.000 4757760.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 7914240.000 5310720.000 2338560.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 5310720.000 106076160.000 95904000.000 807171840.000
5921280.000 5886720.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 2937600.000 5909760.000 5909760.000 2972160.000 5909760.000 5909760.000 5909760.000 5909760.000 5921280.000 5921280.000 5921280.000 5921280.000 5921280.000 5921280.000 2972160.000 5921280.000 5921280.000 5921280.000 3548160.000 5921280.000 1785600.000 5921280.000 5921280.000 6001920.000 5921280.000 5921280.000 5921280.000 5702400.000 5921280.000 5921280.000 5921280.000 5702400.000 5402880.000 5921280.000 2384640.000 5921280.000 5921280.000 5921280.000 1854720.000 5921280.000 5921280.000 5921280.000 5921280.000 5921280.000 5921280.000 5921280.000 8697600.000 5921280.000 1578240.000 5921280.000 5921280.000 5909760.000 5909760.000 5909760.000 5909760.000 8812800.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 5909760.000 3847680.000 5909760.000 5760000.000 5760000.000 8928000.000 2972160.000 5760000.000 5760000.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 8812800.000 5748480.000 2741760.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 5748480.000 85536000.000 91641600.000 904561920.000
6958080.000 6958080.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 4872960.000 6935040.000 6935040.000 4999680.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 6935040.000 4999680.000 6935040.000 6935040.000 6935040.000 5011200.000 6935040.000 3801600.000 6935040.000 6935040.000 4896000.000 6935040.000 6935040.000 6935040.000 4896000.000 6935040.000 6935040.000 6935040.000 4896000.000 4896000.000 6923520.000 5011200.000 6923520.000 6923520.000 6923520.000 3813120.000 6923520.000 6923520.000 6923520.000 6958080.000 6958080.000 6958080.000 6958080.000 9838080.000 6981120.000 3801600.000 6981120.000 6981120.000 6992640.000 6992640.000 6992640.000 6992640.000 9953280.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 6992640.000 3790080.000 6992640.000 6842880.000 6842880.000 10080000.000 4919040.000 6842880.000 6842880.000 6923520.000 6923520.000 6877440.000 6888960.000 6900480.000 6900480.000 6900480.000 9953280.000 6865920.000 4204800.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 6877440.000 1186560.000 34560.000 865704960.000
7994880.000 7994880.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 8006400.000 4780800.000 8006400.000 8006400.000 4688640.000 8006400.000 8006400.000 7994880.000 7994880.000 7983360.000 7994880.000 7994880.000 7994880.000 7994880.000 7994880.000 4688640.000 7994880.000 7994880.000 7994880.000 4734720.000 7994880.000 3559680.000 7994880.000 7994880.000 3582720.000 7994880.000 7994880.000 7994880.000 3571200.000 7994880.000 7994880.000 7994880.000 3571200.000 3720960.000 8006400.000 6151680.000 8006400.000 8006400.000 8006400.000 3697920.000 8006400.000 8006400.000 8006400.000 7971840.000 7971840.000 7971840.000 7971840.000 6543360.000 8006400.000 3432960.000 8006400.000 8006400.000 8006400.000 8006400.000 8052480.000 8052480.000 6600960.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 8121600.000 3628800.000 8121600.000 7925760.000 7925760.000 6704640.000 4296960.000 7925760.000 7925760.000 7879680.000 7879680.000 7937280.000 7925760.000 7902720.000 7914240.000 7948800.000 6600960.000 7937280.000 4147200.000 7948800.000 7948800.000 7948800.000 7948800.000 7948800.000 7948800.000 7937280.000 7937280.000 7937280.000 7937280.000 7937280.000 7937280.000 7937280.000 7948800.000 7948800.000 7948800.000 7948800.000 7948800.000 69120.000 34560.000 961447680.000
6094080.000 5840640.000 5748480.000 5748480.000 5748480.000 5748480.000 5736960.000 5736960.000 5736960.000 5736960.000 5736960.000 5736960.000 5736960.000 5736960.000 5736960.000 5736960.000 3617280.000 5736960.000 5736960.000 3536640.000 5736960.000 5736960.000 6128640.000 6128640.000 5852160.000 6128640.000 6209280.000 6209280.000 6209280.000 6209280.000 3571200.000 5748480.000 6209280.000 6209280.000 3594240.000 6105600.000 3168000.000 6209280.000 6209280.000 1900800.000 6209280.000 6209280.000 6209280.000 1900800.000 6209280.000 6209280.000 6209280.000 1900800.000 1900800.000 6209280.000 7200000.000 6209280.000 6209280.000 6209280.000 3168000.000 6209280.000 6209280.000 6209280.000 6128640.000 6105600.000 6105600.000 6105600.000 3168000.000 5748480.000 1601280.000 5748480.000 5748480.000 5748480.000 5748480.000 5587200.000 5587200.000 3168000.000 5967360.000 5967360.000 5967360.000 5967360.000 5967360.000 5967360.000 5967360.000 5967360.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 6163200.000 3098880.000 6163200.000 8997120.000 8997120.000 3283200.000 3628800.000 8997120.000 8997120.000 9043200.000 9043200.000 9031680.000 9031680.000 9043200.000 6140160.000 9031680.000 3168000.000 9031680.000 3168000.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9043200.000 9031680.000 9031680.000 9031680.000 9031680.000 57600.000 34560.000 801907200.000
5483520.000 5587200.000 5575680.000 5575680.000 5575680.000 5575680.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 4665600.000 5587200.000 5587200.000 4665600.000 5587200.000 5587200.000 5472000.000 5472000.000 5587200.000 5472000.000 5518080.000 5506560.000 5506560.000 5506560.000 4665600.000 5587200.000 5506560.000 5506560.000 4665600.000 5472000.000 4216320.000 5506560.000 5506560.000 3018240.000 5529600.000 5529600.000 5529600.000 3018240.000 5495040.000 5495040.000 5495040.000 3018240.000 2937600.000 5495040.000 8352000.000 5495040.000 5495040.000 5495040.000 4239360.000 5506560.000 5506560.000 5506560.000 5472000.000 5472000.000 5472000.000 5472000.000 4320000.000 5575680.000 2707200.000 5575680.000 5575680.000 5575680.000 5575680.000 5587200.000 5587200.000 4320000.000 5552640.000 5552640.000 5552640.000 5552640.000 5552640.000 5552640.000 5552640.000 5552640.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 5587200.000 4158720.000 5587200.000 10160640.000 10160640.000 4377600.000 4780800.000 10160640.000 10160640.000 10183680.000 10183680.000 10183680.000 10183680.000 10183680.000 5472000.000 10195200.000 4320000.000 10195200.000 4320000.000 10195200.000 10195200.000 10195200.000 10195200.000 10195200.000 10195200.000 10183680.000 10183680.000 10172160.000 10172160.000 10183680.000 10183680.000 10183680.000 10195200.000 10206720.000 10206720.000 10206720.000 10206720.000 57600.000 34560.000 820028160.000
6624000.000 6670080.000 6670080.000 6670080.000 6670080.000 6670080.000 6670080.000 6658560.000 6658560.000 6658560.000 6670080.000 6670080.000 6670080.000 6670080.000 6670080.000 6670080.000 5817600.000 6670080.000 6670080.000 5011200.000 6670080.000 6670080.000 6624000.000 6624000.000 6670080.000 6624000.000 6600960.000 6612480.000 6612480.000 6612480.000 5253120.000 6670080.000 6612480.000 6612480.000 5253120.000 6624000.000 5230080.000 6612480.000 6612480.000 4078080.000 6589440.000 6589440.000 6589440.000 4066560.000 6612480.000 6612480.000 6612480.000 4066560.000 4089600.000 6612480.000 9388800.000 6612480.000 6612480.000 6612480.000 4907520.000 6600960.000 6600960.000 6600960.000 6624000.000 6624000.000 6624000.000 6624000.000 5379840.000 6727680.000 3686400.000 6727680.000 6727680.000 6727680.000 6727680.000 6704640.000 6704640.000 5402880.000 6624000.000 6624000.000 6624000.000 6624000.000 6624000.000 6624000.000 6624000.000 6624000.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 6658560.000 4884480.000 6658560.000 9838080.000 9838080.000 5460480.000 5506560.000 9838080.000 9838080.000 10759680.000 10759680.000 10414080.000 10414080.000 10414080.000 6566400.000 10414080.000 5402880.000 10759680.000 5414400.000 10771200.000 10759680.000 10759680.000 10759680.000 10759680.000 10759680.000 10414080.000 10771200.000 10414080.000 10414080.000 10759680.000 10759680.000 10759680.000 10759680.000 10759680.000 10759680.000 10402560.000 9826560.000 57600.000 34560.000 934617600.000
7741440.000 7776000.000 7764480.000 7764480.000 7764480.000 7764480.000 7764480.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 6923520.000 7776000.000 7776000.000 3744000.000 7776000.000 7776000.000 7672320.000 7695360.000 7776000.000 7695360.000 7752960.000 7752960.000 7752960.000 7752960.000 3398400.000 7776000.000 7752960.000 7752960.000 3386880.000 7718400.000 6451200.000 7741440.000 7741440.000 5172480.000 7741440.000 7741440.000 7741440.000 5184000.000 7752960.000 7752960.000 7752960.000 5172480.000 5160960.000 7741440.000 10540800.000 7741440.000 7741440.000 7741440.000 3628800.000 7741440.000 7741440.000 7741440.000 7695360.000 7706880.000 7706880.000 7706880.000 6508800.000 7776000.000 4861440.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 6508800.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 7776000.000 3594240.000 7776000.000 6681600.000 6681600.000 6520320.000 3444480.000 6681600.000 6681600.000 6278400.000 6278400.000 6174720.000 6174720.000 6174720.000 7660800.000 6174720.000 6508800.000 6278400.000 6462720.000 6266880.000 6278400.000 6278400.000 6278400.000 6278400.000 6278400.000 6163200.000 6266880.000 6174720.000 6174720.000 6278400.000 6278400.000 6278400.000 6278400.000 6278400.000 6278400.000 6186240.000 6750720.000 46080.000 46080.000 907211520.000
