0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
39537216.000 25338240.000 32126976.000 40027248.000 30214656.000 24943824.000 35545248.000 28182816.000 30943728.000 24405984.000 24405984.000 24405984.000 24405984.000 24405984.000 24405984.000 21812400.000 21812400.000 21824352.000 21824352.000 19625184.000 19625184.000 19625184.000 19589328.000 19553472.000 19457856.000 19386144.000 19386144.000 19386144.000 19386144.000 19386144.000 19386144.000 19386144.000 28469664.000 28469664.000 28469664.000 28290384.000 26390016.000 26390016.000 27142992.000 27142992.000 994513968.000
24417936.000 19864224.000 20139120.000 32593104.000 27107136.000 23808384.000 22135104.000 27441792.000 24943824.000 20115216.000 20127168.000 20127168.000 20127168.000 20127168.000 20127168.000 31565232.000 22900032.000 27047376.000 27047376.000 23736672.000 23736672.000 23736672.000 23772528.000 23808384.000 23904000.000 23975712.000 24059376.000 24059376.000 24728688.000 20186928.000 20151072.000 19995696.000 32724576.000 32557248.000 33871968.000 33035328.000 26413920.000 26413920.000 31158864.000 32210640.000 999999936.000
27095184.000 25111152.000 24955776.000 24633072.000 20258640.000 26258544.000 26198784.000 20963808.000 25027488.000 24955776.000 24955776.000 24955776.000 30358080.000 24776496.000 24776496.000 23808384.000 24334272.000 24919920.000 20665008.000 20712816.000 20712816.000 20665008.000 20665008.000 20665008.000 20641104.000 20521584.000 20449872.000 20449872.000 20939904.000 19852272.000 20067408.000 20019600.000 35282304.000 33979536.000 36955584.000 33800256.000 29915856.000 29915856.000 32366016.000 32413824.000 999999936.000
21382128.000 21441888.000 21382128.000 22290480.000 21322368.000 21238704.000 21955824.000 21310416.000 22421952.000 21382128.000 21382128.000 21310416.000 29330208.000 21178944.000 21250656.000 21131136.000 22194864.000 22302432.000 21310416.000 21178944.000 21059424.000 21059424.000 21059424.000 21059424.000 26222688.000 26270496.000 26342208.000 21143088.000 21226752.000 26342208.000 27417888.000 26246592.000 36214560.000 36644832.000 40828032.000 35234496.000 29521440.000 29521440.000 34075152.000 33812208.000 999999936.000
30860064.000 36740448.000 25350192.000 16947936.000 10230912.000 38569104.000 29138976.000 21884112.000 27393984.000 30895920.000 20127168.000 19350288.000 27131040.000 19481760.000 32844096.000 15406128.000 16147152.000 16147152.000 22481712.000 31075200.000 51106752.000 19290528.000 32019408.000 23856192.000 14270688.000 14318496.000 12155184.000 19649088.000 34565184.000 12083472.000 23425920.000 23963760.000 32019408.000 30322224.000 28947744.000 25744608.000 19923984.000 20019600.000 27513504.000 33597072.000 986996160.000
45262224.000 59066784.000 980064.000 3155328.000 10613376.000 68006880.000 64182240.000 55911456.000 54967248.000 47437488.000 2737008.000 2892384.000 58803840.000 2760912.000 49541040.000 5772816.000 968112.000 968112.000 47126736.000 67038768.000 82564416.000 2270880.000 40529232.000 932256.000 47808.000 47808.000 35856.000 1362528.000 61457184.000 9489888.000 57656448.000 1183248.000 25374096.000 5127408.000 3525840.000 2999952.000 16625232.000 12525696.000 5079600.000 22971744.000 999999936.000
28111104.000 28768464.000 22529520.000 33644880.000 26306352.000 27991584.000 28708704.000 28242576.000 28397952.000 28409904.000 29115072.000 24370128.000 28433808.000 24190848.000 28230624.000 25493616.000 5199120.000 5199120.000 28302336.000 38102976.000 29652912.000 25398000.000 28003536.000 28146960.000 2318688.000 2306736.000 2043792.000 23210784.000 28636992.000 25732656.000 28565280.000 22565376.000 25864128.000 60190272.000 34146864.000 30501504.000 18083376.000 14521680.000 28971648.000 23390064.000 999999936.000
18525600.000 21896064.000 36656784.000 15418080.000 35497440.000 6537744.000 16063488.000 12465936.000 11533680.000 9310608.000 16804512.000 17485776.000 70923168.000 57799872.000 25242624.000 10302624.000 62771904.000 9035712.000 6513840.000 19063440.000 33979536.000 23103216.000 12824496.000 34947648.000 38425680.000 11234880.000 11115360.000 55313856.000 30585168.000 20617200.000 43768224.000 14963904.000 28445760.000 26880048.000 38067120.000 26258544.000 8916192.000 7242912.000 28278432.000 11808576.000 986625648.000
10350432.000 3119472.000 8007840.000 12752784.000 50270112.000 11952.000 8653248.000 9059616.000 29246544.000 16278624.000 21609216.000 13469904.000 14103360.000 39393792.000 20796480.000 11952.000 4171248.000 11952.000 11952.000 7924176.000 96380928.000 86102208.000 16589376.000 1159344.000 6023808.000 14856336.000 14653152.000 53461296.000 67994928.000 155376.000 127958112.000 11952.000 24083280.000 10625328.000 9896256.000 6119424.000 61182288.000 35365968.000 13553568.000 51058944.000 966486528.000
