0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
806400.000 806400.000 806400.000 806400.000 11681280.000 11531520.000 10944000.000 10206720.000 47589120.000
6451200.000 6451200.000 6451200.000 6451200.000 72933120.000 58752000.000 55722240.000 59581440.000 272793600.000
36437760.000 35112960.000 33223680.000 29341440.000 57565440.000 51540480.000 44743680.000 7752960.000 295718400.000
40020480.000 38545920.000 63325440.000 42600960.000 55607040.000 36541440.000 47612160.000 16968960.000 341222400.000
52473600.000 50872320.000 55468800.000 42877440.000 49006080.000 42105600.000 50042880.000 28972800.000 371819520.000
55192320.000 51678720.000 60975360.000 46990080.000 43902720.000 39098880.000 55848960.000 33223680.000 386910720.000
52312320.000 46517760.000 57116160.000 53222400.000 46068480.000 40020480.000 51932160.000 40170240.000 387360000.000
48994560.000 52968960.000 44455680.000 34295040.000 47819520.000 40826880.000 43038720.000 41287680.000 353687040.000
59512320.000 57726720.000 18846720.000 38315520.000 48395520.000 46275840.000 44098560.000 41633280.000 354804480.000
59385600.000 57081600.000 16784640.000 43107840.000 54789120.000 46022400.000 43994880.000 49017600.000 370183680.000
55342080.000 57634560.000 161280.000 44893440.000 52208640.000 41276160.000 48418560.000 49766400.000 349701120.000
56977920.000 54028800.000 2764800.000 46080000.000 52692480.000 46920960.000 50353920.000 45653760.000 355472640.000
57242880.000 54270720.000 24433920.000 46794240.000 53579520.000 42474240.000 45953280.000 48199680.000 372948480.000
56666880.000 48072960.000 36115200.000 47162880.000 49489920.000 44755200.000 49570560.000 45619200.000 377452800.000
57864960.000 44087040.000 43902720.000 35458560.000 54581760.000 34963200.000 45411840.000 48499200.000 364769280.000
59973120.000 48096000.000 41379840.000 47278080.000 49639680.000 42163200.000 47854080.000 44651520.000 381035520.000
46540800.000 39110400.000 58187520.000 47289600.000 48913920.000 40792320.000 47900160.000 52381440.000 381116160.000
61920000.000 53015040.000 51563520.000 43511040.000 49294080.000 41368320.000 46068480.000 45377280.000 392117760.000
50618880.000 48176640.000 62726400.000 39836160.000 51367680.000 42923520.000 42900480.000 45930240.000 384480000.000
52934400.000 49985280.000 54685440.000 43303680.000 57208320.000 37186560.000 42912000.000 46586880.000 384802560.000
51045120.000 45054720.000 55883520.000 27141120.000 54823680.000 37255680.000 46160640.000 46379520.000 363744000.000
39605760.000 57922560.000 36449280.000 44029440.000 56252160.000 43464960.000 42382080.000 47923200.000 368029440.000
57818880.000 47070720.000 66032640.000 30032640.000 53395200.000 43292160.000 40619520.000 48257280.000 386519040.000
50734080.000 54282240.000 50319360.000 43188480.000 56563200.000 37889280.000 45423360.000 46932480.000 385332480.000
52427520.000 46644480.000 52346880.000 39029760.000 58947840.000 38937600.000 46275840.000 49639680.000 384249600.000
55653120.000 44029440.000 64281600.000 35573760.000 59765760.000 37635840.000 39237120.000 48176640.000 384353280.000
53591040.000 47255040.000 52266240.000 43603200.000 57991680.000 39098880.000 45181440.000 47508480.000 386496000.000
50411520.000 53809920.000 52254720.000 37704960.000 63786240.000 38995200.000 42163200.000 47554560.000 386680320.000
38672640.000 48142080.000 53280000.000 41829120.000 54270720.000 33984000.000 38810880.000 50400000.000 359389440.000
52957440.000 48787200.000 61125120.000 43384320.000 55964160.000 38822400.000 40469760.000 54593280.000 396103680.000
41702400.000 61320960.000 57784320.000 39525120.000 51471360.000 40826880.000 38638080.000 54524160.000 385793280.000
49800960.000 50227200.000 59535360.000 41967360.000 54259200.000 41587200.000 41022720.000 47819520.000 386219520.000
47980800.000 58176000.000 58291200.000 39271680.000 54282240.000 39214080.000 38926080.000 49144320.000 385286400.000
34398720.000 54835200.000 47969280.000 29779200.000 57945600.000 42451200.000 33949440.000 50837760.000 352166400.000
43729920.000 46126080.000 38430720.000 28362240.000 55791360.000 40826880.000 29249280.000 51390720.000 333907200.000
39294720.000 61032960.000 59477760.000 27889920.000 57358080.000 44421120.000 33477120.000 54685440.000 377637120.000
43430400.000 59316480.000 66666240.000 24883200.000 51436800.000 47220480.000 32221440.000 50273280.000 375448320.000
49098240.000 62138880.000 67092480.000 21968640.000 48764160.000 49512960.000 36357120.000 47024640.000 381957120.000
50215680.000 45377280.000 67092480.000 22567680.000 47531520.000 50526720.000 36691200.000 48395520.000 368398080.000
50699520.000 53303040.000 60468480.000 18892800.000 52588800.000 47900160.000 33085440.000 50492160.000 367430400.000
47047680.000 56067840.000 59477760.000 24629760.000 54028800.000 50918400.000 36725760.000 52865280.000 381761280.000
35942400.000 58176000.000 64558080.000 24894720.000 51229440.000 50353920.000 36276480.000 51701760.000 373132800.000
34352640.000 59616000.000 67092480.000 24929280.000 54731520.000 49847040.000 34894080.000 53072640.000 378535680.000
44156160.000 50376960.000 49397760.000 24929280.000 51114240.000 51805440.000 38534400.000 52773120.000 363087360.000
46045440.000 57646080.000 56632320.000 24998400.000 51148800.000 52058880.000 38672640.000 52450560.000 379653120.000
48602880.000 59512320.000 38373120.000 20897280.000 44052480.000 53925120.000 41506560.000 52968960.000 359838720.000
49777920.000 61286400.000 38419200.000 23777280.000 43649280.000 58648320.000 47347200.000 53936640.000 376842240.000
49812480.000 44951040.000 42324480.000 26645760.000 49271040.000 59927040.000 48798720.000 56793600.000 378524160.000
40919040.000 48153600.000 48856320.000 27993600.000 47623680.000 57277440.000 56102400.000 52531200.000 379457280.000
49904640.000 38822400.000 50042880.000 30090240.000 47589120.000 63486720.000 55296000.000 56079360.000 391311360.000
41137920.000 54708480.000 38027520.000 24549120.000 42243840.000 65111040.000 58279680.000 54236160.000 378293760.000
46828800.000 42935040.000 41483520.000 26876160.000 40677120.000 74868480.000 64385280.000 52220160.000 390274560.000
38327040.000 44110080.000 38580480.000 39859200.000 33730560.000 57692160.000 61873920.000 50814720.000 364988160.000
41656320.000 59996160.000 29341440.000 35550720.000 33465600.000 64972800.000 71124480.000 49559040.000 385666560.000
49017600.000 45619200.000 39640320.000 39133440.000 36725760.000 63383040.000 59880960.000 52945920.000 386346240.000
41460480.000 51690240.000 37416960.000 39939840.000 39121920.000 56436480.000 52542720.000 54063360.000 372672000.000
48936960.000 55388160.000 35746560.000 33626880.000 40619520.000 54201600.000 51217920.000 63394560.000 383132160.000
47416320.000 46010880.000 49224960.000 39790080.000 41518080.000 54961920.000 53475840.000 59063040.000 391461120.000
32509440.000 55054080.000 37728000.000 37440000.000 42001920.000 60261120.000 48706560.000 55307520.000 369008640.000
45077760.000 52381440.000 45895680.000 28535040.000 42094080.000 71481600.000 49835520.000 47577600.000 382878720.000
36967680.000 55722240.000 43326720.000 40320000.000 42094080.000 67898880.000 46932480.000 53510400.000 386772480.000
52773120.000 53095680.000 40573440.000 31599360.000 42301440.000 65514240.000 47842560.000 51264000.000 384963840.000
41633280.000 47635200.000 49017600.000 39882240.000 42220800.000 65272320.000 48960000.000 50941440.000 385562880.000
46149120.000 58728960.000 38430720.000 36518400.000 43073280.000 62415360.000 45434880.000 51701760.000 382452480.000
55411200.000 55687680.000 38568960.000 33338880.000 43464960.000 65272320.000 45584640.000 50296320.000 387624960.000
44709120.000 51828480.000 51943680.000 35078400.000 39168000.000 60721920.000 49317120.000 53222400.000 385989120.000
45020160.000 56298240.000 39571200.000 42082560.000 47715840.000 61966080.000 49777920.000 44352000.000 386784000.000
47473920.000 55941120.000 40446720.000 34352640.000 49063680.000 66136320.000 41633280.000 48487680.000 383535360.000
48107520.000 39271680.000 43211520.000 33569280.000 43418880.000 52070400.000 50434560.000 44974080.000 355057920.000
42912000.000 35043840.000 38280960.000 45135360.000 39191040.000 43960320.000 48833280.000 37969920.000 331326720.000
43948800.000 45907200.000 44916480.000 45803520.000 42336000.000 50480640.000 52116480.000 39905280.000 365414400.000
46379520.000 39928320.000 48798720.000 46932480.000 42727680.000 53153280.000 54028800.000 43925760.000 375874560.000
43488000.000 43856640.000 46863360.000 36322560.000 43891200.000 48049920.000 41898240.000 39801600.000 344171520.000
40469760.000 38096640.000 46391040.000 50561280.000 42946560.000 52876800.000 44904960.000 45434880.000 361681920.000
39628800.000 39928320.000 54063360.000 53763840.000 45895680.000 51655680.000 49524480.000 42220800.000 376680960.000
42209280.000 36184320.000 49536000.000 57841920.000 45538560.000 55733760.000 46702080.000 44271360.000 378017280.000
42739200.000 36253440.000 41207040.000 62979840.000 45066240.000 51298560.000 50929920.000 44040960.000 374515200.000
45550080.000 42140160.000 43637760.000 43752960.000 46287360.000 54017280.000 51287040.000 43303680.000 369976320.000
46368000.000 42289920.000 45480960.000 43027200.000 44674560.000 56528640.000 47116800.000 46621440.000 372107520.000
46402560.000 42301440.000 42393600.000 52542720.000 49904640.000 52669440.000 51552000.000 46022400.000 383788800.000
46402560.000 42312960.000 41656320.000 41207040.000 50964480.000 45308160.000 51494400.000 37912320.000 357258240.000
46506240.000 42474240.000 46160640.000 43776000.000 54063360.000 48303360.000 49858560.000 40826880.000 371969280.000
39398400.000 42854400.000 47761920.000 46160640.000 54973440.000 48096000.000 50376960.000 44421120.000 374042880.000
46713600.000 39041280.000 47969280.000 47911680.000 47450880.000 53487360.000 42359040.000 46033920.000 370967040.000
48061440.000 37923840.000 47969280.000 38142720.000 51644160.000 57219840.000 46195200.000 46702080.000 373858560.000
46437120.000 45941760.000 48096000.000 35930880.000 53464320.000 58279680.000 46632960.000 48913920.000 383696640.000
