-nan -nan
0.767 0.767
0.816 0.810
0.878 0.872
0.960 0.965
0.965 0.965
0.972 0.970
0.983 0.985
0.982 0.981
0.983 0.982
0.980 0.980
0.980 0.979
0.982 0.984
0.991 0.989
0.987 0.988
0.984 0.983
0.983 0.983
0.988 0.986
0.988 0.989
0.983 0.983
0.984 0.984
0.989 0.988
0.989 0.990
0.989 0.989
0.989 0.988
0.987 0.988
0.986 0.987
0.988 0.987
0.988 0.989
0.988 0.988
0.989 0.989
0.989 0.990
0.988 0.988
0.988 0.987
0.988 0.989
0.988 0.987
0.988 0.990
0.990 0.990
0.989 0.989
0.990 0.989
0.988 0.989
0.989 0.989
0.989 0.989
0.991 0.991
0.993 0.993
0.990 0.990
0.989 0.990
0.991 0.990
0.994 0.994
0.993 0.992
0.992 0.993
0.993 0.993
0.991 0.991
0.991 0.991
0.991 0.991
0.990 0.990
0.990 0.991
0.988 0.988
0.990 0.989
0.991 0.991
0.990 0.990
0.990 0.990
0.991 0.993
0.993 0.992
0.991 0.991
0.991 0.990
0.990 0.990
0.988 0.988
0.989 0.989
0.991 0.991
0.989 0.989
0.988 0.989
0.991 0.991
0.989 0.990
0.990 0.990
0.989 0.989
0.988 0.987
0.991 0.991
0.996 0.996
0.995 0.994
0.991 0.992
0.987 0.988
0.991 0.990
0.989 0.990
0.992 0.992
0.993 0.992
0.992 0.992
0.991 0.992
0.992 0.992
0.989 0.990
0.986 0.986
0.983 0.984
0.989 0.988
0.990 0.990
0.985 0.986
0.984 0.983
0.987 0.986
0.992 0.992
0.993 0.994
