0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
14067504.000 13302576.000 19935936.000 10541664.000 5569632.000 5438160.000 5234976.000 5067648.000 5091552.000 4948128.000 89197776.000
12394224.000 12071520.000 21155040.000 12716928.000 6585552.000 6633360.000 6824592.000 6872400.000 7075584.000 6991920.000 99321120.000
14461920.000 10063584.000 3585600.000 14163120.000 8808624.000 8677152.000 8975952.000 9370368.000 9155232.000 8964000.000 96225552.000
13003776.000 1111536.000 8390304.000 13792608.000 10135296.000 10003824.000 10469952.000 11067552.000 10971936.000 10685088.000 99631872.000
5258880.000 7434144.000 19983744.000 11127312.000 9681120.000 9609408.000 9454032.000 9513792.000 9083520.000 8856432.000 100002384.000
5701104.000 7744896.000 18011664.000 11091456.000 9537696.000 9442080.000 9669168.000 9872352.000 9561600.000 9370368.000 100002384.000
5736960.000 7744896.000 17951904.000 11091456.000 9513792.000 9418176.000 9669168.000 9944064.000 9561600.000 9370368.000 100002384.000
5653296.000 7816608.000 17677008.000 11091456.000 9561600.000 9561600.000 9752832.000 9944064.000 9561600.000 9370368.000 99990432.000
5725008.000 7744896.000 17688960.000 11091456.000 9561600.000 9561600.000 9752832.000 9944064.000 9561600.000 9370368.000 100002384.000
5713056.000 7756848.000 17688960.000 11091456.000 9561600.000 9561600.000 9752832.000 9944064.000 9561600.000 9370368.000 100002384.000
5653296.000 7816608.000 17748720.000 11091456.000 9561600.000 9537696.000 9716976.000 9944064.000 9561600.000 9370368.000 100002384.000
5736960.000 7732944.000 17975808.000 11091456.000 9418176.000 9454032.000 9716976.000 9944064.000 9561600.000 9370368.000 100002384.000
5701104.000 7780752.000 17975808.000 11091456.000 9382320.000 9430128.000 9752832.000 9944064.000 9561600.000 9370368.000 99990432.000
5653296.000 7816608.000 17975808.000 10936080.000 9430128.000 9561600.000 9752832.000 9944064.000 9561600.000 9370368.000 100002384.000
5760864.000 7709040.000 17975808.000 10876320.000 9489888.000 9561600.000 9752832.000 9944064.000 9561600.000 9370368.000 100002384.000
5677200.000 7792704.000 17975808.000 10804608.000 9561600.000 9561600.000 9752832.000 9944064.000 9561600.000 9370368.000 100002384.000
5665248.000 7804656.000 17975808.000 11055600.000 9561600.000 9561600.000 9752832.000 9944064.000 9537696.000 9143280.000 100002384.000
5760864.000 7709040.000 17975808.000 11091456.000 9561600.000 9561600.000 9752832.000 9944064.000 9442080.000 9191088.000 99990432.000
5665248.000 7804656.000 17975808.000 11091456.000 9561600.000 9561600.000 9752832.000 9920160.000 9394272.000 9274752.000 100002384.000
5677200.000 7792704.000 17975808.000 11091456.000 9561600.000 9561600.000 9752832.000 9848448.000 9454032.000 9286704.000 100002384.000
5760864.000 7709040.000 17975808.000 11091456.000 9561600.000 9561600.000 9728928.000 9728928.000 9513792.000 9370368.000 100002384.000
5653296.000 7828560.000 17975808.000 11091456.000 9561600.000 9561600.000 9657216.000 9872352.000 9430128.000 9370368.000 100002384.000
5701104.000 7768800.000 17975808.000 11091456.000 9561600.000 9513792.000 9561600.000 9884304.000 9561600.000 9370368.000 99990432.000
5736960.000 7732944.000 17975808.000 11091456.000 9561600.000 9513792.000 9669168.000 9788688.000 9561600.000 9370368.000 100002384.000
5725008.000 7864416.000 17521632.000 11091456.000 9561600.000 9585504.000 9752832.000 9967968.000 9561600.000 9370368.000 100002384.000
9131328.000 10697040.000 4123440.000 11390256.000 9956016.000 10218960.000 11019744.000 11330496.000 10493856.000 9764784.000 98125920.000
11593440.000 83664.000 4195152.000 12047616.000 11366352.000 11689056.000 12179088.000 12501792.000 12119328.000 11139264.000 98914752.000
6776784.000 7159248.000 13266720.000 9920160.000 10278720.000 10625328.000 10888272.000 8701056.000 11450016.000 10900224.000 99966528.000
7362432.000 8007840.000 12872304.000 10147248.000 10708992.000 11091456.000 11091456.000 9274752.000 9023760.000 10422144.000 100002384.000
7529760.000 7888320.000 13183056.000 10135296.000 10708992.000 10983888.000 10661184.000 8880336.000 9131328.000 10900224.000 100002384.000
7422192.000 8007840.000 13386240.000 10111392.000 10099440.000 10505808.000 10828512.000 9370368.000 9370368.000 10900224.000 100002384.000
7458048.000 7960032.000 13386240.000 9525744.000 10649232.000 11091456.000 11091456.000 9370368.000 9119376.000 10338480.000 99990432.000
7505856.000 7912224.000 12549600.000 10135296.000 10708992.000 11091456.000 11031696.000 9250848.000 9035712.000 10780704.000 100002384.000
