-nan -nan
1.000 1.000
0.980 0.810
0.912 0.999
0.992 0.991
0.999 0.998
0.998 0.998
1.000 1.000
1.000 1.000
1.000 1.000
0.999 0.999
0.979 0.978
0.986 0.989
0.999 0.999
0.998 0.998
0.984 0.985
0.993 0.992
0.998 0.998
0.995 0.995
0.995 0.996
0.988 0.990
0.998 0.997
0.998 0.998
0.988 0.987
0.991 0.991
0.995 0.994
0.997 0.997
0.992 0.992
0.995 0.995
0.996 0.996
0.997 0.997
0.994 0.995
0.994 0.993
0.997 0.997
0.993 0.994
0.986 0.986
0.995 0.994
0.988 0.990
0.994 0.992
0.996 0.996
0.994 0.995
0.998 0.997
0.999 0.999
0.990 0.990
0.991 0.991
0.997 0.998
0.993 0.996
0.998 0.998
0.988 0.988
0.993 0.993
0.986 0.990
0.994 0.993
0.999 0.999
0.994 0.995
0.999 0.984
0.972 0.994
0.992 0.992
0.994 0.994
0.998 0.999
0.990 0.992
0.997 0.998
0.993 0.993
0.997 0.997
0.997 0.997
0.994 0.994
0.998 0.998
0.997 0.998
0.997 0.998
0.985 0.989
0.989 0.990
0.991 0.992
0.987 0.989
0.996 0.996
0.998 0.998
0.986 0.986
0.997 0.995
1.000 1.000
0.997 0.998
0.998 0.998
0.996 0.996
0.997 0.997
0.987 0.987
0.995 0.996
0.981 0.983
0.994 0.992
0.996 0.996
0.992 0.992
0.996 0.995
0.996 0.997
0.999 0.999
0.994 0.995
0.997 0.997
0.993 0.993
0.996 0.996
0.993 0.994
0.989 0.988
0.996 0.996
0.994 0.995
0.998 0.997
