-nan -nan
0.919 0.899
0.812 0.784
0.308 0.309
0.614 0.632
0.794 0.790
0.756 0.753
0.748 0.753
0.752 0.754
0.748 0.742
0.747 0.745
0.742 0.758
0.753 0.743
0.756 0.764
0.786 0.777
0.793 0.802
0.798 0.796
0.811 0.809
0.825 0.821
0.836 0.825
0.823 0.836
0.818 0.817
0.822 0.816
0.809 0.830
0.836 0.822
0.805 0.811
0.828 0.820
0.830 0.833
0.838 0.843
0.826 0.847
0.856 0.836
0.850 0.857
0.856 0.854
0.822 0.842
0.857 0.855
0.863 0.866
0.835 0.836
0.833 0.824
0.815 0.820
0.819 0.858
0.812 0.815
0.816 0.802
0.803 0.809
0.786 0.823
0.813 0.804
0.816 0.826
0.811 0.798
0.790 0.805
0.777 0.788
0.807 0.839
0.807 0.808
0.785 0.771
0.770 0.815
0.744 0.762
0.792 0.789
0.780 0.791
0.797 0.785
0.763 0.769
0.730 0.801
0.730 0.732
0.737 0.722
0.724 0.710
0.717 0.733
0.747 0.743
0.702 0.747
0.748 0.729
0.724 0.718
0.729 0.786
0.703 0.730
0.726 0.724
0.745 0.714
0.719 0.732
0.710 0.702
0.680 0.701
0.675 0.680
0.706 0.777
0.694 0.679
0.689 0.689
0.653 0.741
0.677 0.662
0.715 0.700
0.683 0.702
0.692 0.674
0.646 0.651
0.645 0.641
0.646 0.638
0.624 0.634
0.617 0.601
0.575 0.593
0.565 0.577
0.602 0.595
0.623 0.626
0.624 0.639
0.628 0.629
0.626 0.613
0.613 0.618
0.603 0.597
0.584 0.598
0.532 0.517
