nan nan
0.937 0.667
0.581 0.835
0.902 0.919
0.881 0.890
0.716 0.837
0.749 0.680
0.711 0.971
0.821 0.647
0.828 0.972
0.728 0.757
0.890 0.579
0.960 0.952
0.997 0.997
0.997 0.997
0.997 0.996
0.996 0.996
0.999 0.999
0.996 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.996 0.995
0.998 0.997
0.996 0.996
0.998 0.998
0.996 0.996
0.997 0.997
0.997 0.997
0.997 0.997
0.997 0.997
0.996 0.997
0.998 0.998
0.996 0.996
0.998 0.998
0.996 0.996
0.998 0.998
0.996 0.996
0.999 0.999
0.995 0.996
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.996 0.994
0.998 0.999
0.996 0.995
0.998 0.998
0.996 0.996
0.997 0.997
0.997 0.997
0.997 0.997
0.997 0.997
0.997 0.997
0.998 0.998
0.996 0.996
0.998 0.998
0.996 0.996
0.998 0.998
0.996 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.995 0.995
0.999 0.999
0.996 0.994
0.998 0.997
0.995 0.995
0.998 0.998
0.996 0.996
0.997 0.997
0.997 0.997
0.997 0.997
0.997 0.997
0.996 0.997
0.997 0.998
0.996 0.996
0.998 0.998
0.996 0.996
0.998 0.998
0.995 0.995
0.999 0.999
