-nan -nan
1.000 1.000
0.988 0.913
0.963 1.000
0.971 0.976
0.980 0.975
0.985 0.987
0.986 0.988
0.988 0.983
0.996 0.997
1.000 0.999
0.995 0.995
0.968 0.969
0.996 0.997
0.984 0.995
0.992 0.990
0.996 0.996
0.988 0.990
0.998 0.998
0.999 0.999
0.999 0.999
0.965 0.967
0.979 0.983
0.999 0.994
0.977 0.994
0.997 0.997
0.997 0.997
0.998 0.998
1.000 0.999
0.995 0.997
0.997 0.997
0.977 0.977
0.986 0.991
0.993 0.972
0.981 0.995
0.999 0.999
0.989 0.989
0.992 0.995
0.996 0.996
0.997 0.997
0.993 0.995
0.975 0.972
0.999 0.999
0.990 0.991
0.995 0.995
0.997 0.997
0.997 0.998
0.998 0.997
0.998 0.998
0.994 0.993
0.999 0.998
0.999 1.000
0.969 0.969
0.966 0.970
0.987 0.986
0.985 0.986
0.985 0.986
0.982 0.983
0.986 0.985
0.996 0.996
0.999 1.000
0.997 0.996
0.996 0.996
0.996 0.997
0.990 0.968
0.982 0.995
0.988 0.988
0.995 0.995
0.995 0.996
0.994 0.993
0.996 0.997
0.996 0.997
0.998 0.998
0.991 0.990
0.990 0.988
0.994 0.994
0.992 0.994
0.998 0.997
0.995 0.995
0.995 0.996
0.994 0.994
0.997 0.997
0.997 0.997
0.997 0.998
0.996 0.998
0.998 0.998
0.990 0.990
0.997 0.996
0.990 0.990
0.992 0.993
0.998 0.998
0.995 0.995
0.994 0.994
0.997 0.997
0.997 0.997
0.992 0.994
0.997 0.996
0.994 0.997
0.997 0.997
