-nan -nan
0.769 0.771
0.649 0.651
0.616 0.610
0.536 0.545
0.504 0.499
0.439 0.443
0.419 0.421
0.489 0.480
0.684 0.684
0.607 0.613
0.579 0.571
0.507 0.511
0.447 0.449
0.417 0.417
0.398 0.399
0.591 0.585
0.655 0.653
0.603 0.606
0.539 0.534
0.504 0.504
0.434 0.433
0.503 0.513
0.696 0.690
0.622 0.621
0.538 0.542
0.541 0.539
0.485 0.482
0.426 0.430
0.381 0.380
0.563 0.560
0.631 0.637
0.590 0.589
0.533 0.525
0.476 0.486
0.437 0.436
0.417 0.418
0.351 0.351
0.335 0.336
0.334 0.332
0.552 0.546
0.601 0.600
0.494 0.511
0.721 0.709
0.628 0.632
0.584 0.585
0.603 0.595
0.754 0.753
0.703 0.705
0.711 0.708
0.653 0.656
0.609 0.623
0.747 0.751
0.812 0.819
0.792 0.794
0.849 0.851
0.783 0.784
0.797 0.799
0.787 0.788
0.794 0.795
0.785 0.787
0.723 0.728
0.638 0.638
0.697 0.700
0.855 0.852
0.752 0.753
0.698 0.707
0.812 0.809
0.724 0.716
0.636 0.641
0.678 0.681
0.618 0.630
0.575 0.570
0.531 0.540
0.619 0.609
0.815 0.824
0.727 0.691
0.652 0.690
0.593 0.600
0.541 0.537
0.510 0.508
0.437 0.441
0.414 0.413
0.362 0.365
0.356 0.353
0.523 0.517
0.740 0.745
0.792 0.794
0.707 0.706
0.642 0.647
0.644 0.645
0.582 0.580
0.558 0.558
0.742 0.740
0.826 0.820
0.706 0.709
0.618 0.625
0.556 0.558
0.523 0.516
