0 2165992.727
1 1385192.727
2 1368087.273
3 1368203.636
4 1112552.727
5 1112552.727
6 1114065.455
7 1112669.091
8 1114298.182
9 1115578.182
10 1118254.545
11 1120000.000
12 1066705.455
13 1067287.273
14 1120465.455
15 1069265.455
16 75543040.000


0 7465658.182
1 5395549.091
2 5857163.636
3 5917672.727
4 5472465.455
5 4987229.091
6 4912174.545
7 3797178.182
8 4616727.273
9 4904610.909
10 5569512.727
11 5758138.182
12 5561134.545
13 5713687.273
14 4574603.636
15 5091956.364
16 7223389.091


0 5534254.545
1 5570560.000
2 5538327.273
3 5549963.636
4 5462225.455
5 5589992.727
6 5530298.182
7 5589061.818
8 5590923.636
9 5599883.636
10 5724160.000
11 5606749.091
12 5588014.545
13 5535650.909
14 5578705.455
15 5676683.636
16 4927534.545
