-nan -nan
0.902 0.969
0.889 0.878
0.852 0.802
0.845 0.856
0.860 0.893
0.872 0.879
0.916 0.878
0.915 0.910
0.892 0.932
0.939 0.931
0.923 0.886
0.915 0.914
0.881 0.892
0.771 0.786
0.723 0.775
0.779 0.727
0.788 0.787
0.777 0.813
0.859 0.821
0.860 0.861
0.855 0.852
0.835 0.897
0.728 0.722
0.744 0.715
0.794 0.763
0.777 0.777
0.767 0.795
0.852 0.822
0.854 0.854
0.846 0.850
0.817 0.832
0.767 0.758
0.763 0.749
0.725 0.731
0.809 0.783
0.798 0.798
0.786 0.802
0.673 0.727
0.614 0.575
0.639 0.706
0.678 0.647
0.736 0.696
0.605 0.685
0.675 0.650
0.540 0.493
0.415 0.476
0.517 0.437
0.483 0.484
0.471 0.554
0.550 0.481
0.561 0.569
0.596 0.667
0.418 0.385
0.386 0.413
0.406 0.417
0.501 0.425
0.418 0.493
0.469 0.461
0.444 0.399
0.299 0.335
0.386 0.330
0.350 0.351
0.341 0.400
0.397 0.373
0.407 0.432
0.456 0.444
0.261 0.246
0.252 0.279
0.321 0.315
0.364 0.313
0.354 0.377
0.380 0.357
0.312 0.319
0.263 0.289
0.274 0.266
0.303 0.325
0.322 0.275
0.337 0.337
0.329 0.364
0.341 0.339
0.274 0.291
0.323 0.278
0.330 0.331
0.366 0.421
0.364 0.362
0.417 0.417
0.479 0.482
0.399 0.347
0.336 0.350
0.315 0.358
0.401 0.384
0.378 0.333
0.422 0.422
0.416 0.419
0.416 0.417
0.244 0.264
0.314 0.288
0.310 0.310
