0.000 0.000 0.000
15860304.000 3238992.000 19099296.000
32748480.000 3872448.000 36620928.000
65628432.000 9991872.000 75620304.000
77425056.000 13135248.000 90560304.000
57704256.000 16565472.000 74269728.000
33453648.000 20270592.000 53724240.000
46254240.000 23712768.000 69967008.000
59353632.000 27214704.000 86568336.000
53580816.000 30621024.000 84201840.000
47282112.000 34111008.000 81393120.000
53592768.000 37517328.000 91110096.000
39859920.000 40995360.000 80855280.000
47652624.000 44306064.000 91958688.000
36023328.000 47843856.000 83867184.000
48596832.000 44987328.000 93584160.000
61313760.000 27405936.000 88719696.000
52672464.000 31051296.000 83723760.000
49039056.000 34612992.000 83652048.000
52935408.000 37995408.000 90930816.000
40875840.000 41521248.000 82397088.000
46672560.000 44867808.000 91540368.000
36883872.000 48309984.000 85193856.000
49720320.000 40302144.000 90022464.000
62246016.000 27895968.000 90141984.000
46564992.000 31660848.000 78225840.000
51429456.000 35198640.000 86628096.000
47676528.000 38557152.000 86233680.000
43588944.000 42082992.000 85671936.000
43086960.000 45417600.000 88504560.000
39620880.000 48811968.000 88432848.000
52409520.000 35425728.000 87835248.000
64827648.000 28660896.000 93488544.000
45011232.000 32318208.000 77329440.000
52242192.000 35939664.000 88181856.000
45943488.000 39226464.000 85169952.000
44329968.000 42752304.000 87082272.000
41341968.000 46086912.000 87428880.000
40445568.000 49529088.000 89974656.000
53162496.000 33585120.000 86747616.000
65126448.000 29222640.000 94349088.000
32103072.000 32891904.000 64994976.000
34362000.000 36489456.000 70851456.000
47138688.000 39931632.000 87070320.000
42393744.000 43290144.000 85683888.000
42118848.000 46720368.000 88839216.000
37278288.000 50019120.000 87297408.000
39907728.000 53437392.000 93345120.000
52421472.000 32497488.000 84918960.000
62927280.000 31075200.000 94002480.000
40959504.000 34923744.000 75883248.000
54070848.000 38318112.000 92388960.000
40744368.000 41688576.000 82432944.000
46457424.000 45142704.000 91600128.000
37338048.000 48429504.000 85767552.000
42596928.000 51823872.000 94420800.000
55301904.000 29473632.000 84775536.000
58744080.000 30381984.000 89126064.000
43158672.000 34170768.000 77329440.000
56162448.000 37553184.000 93715632.000
37338048.000 41055120.000 78393168.000
49206384.000 44413632.000 93620016.000
34720560.000 47843856.000 82564416.000
45393696.000 48262176.000 93655872.000
58301856.000 27358128.000 85659984.000
57847680.000 30943728.000 88791408.000
45118800.000 34493472.000 79612272.000
57692304.000 37840032.000 95532336.000
39166704.000 41353920.000 80520624.000
49541040.000 44688528.000 94229568.000
33346080.000 48202416.000 81548496.000
46266192.000 45823968.000 92090160.000
58995072.000 27800352.000 86795424.000
51644592.000 31134960.000 82779552.000
47078928.000 34756416.000 81835344.000
55050912.000 38019312.000 93070224.000
38652768.000 41557104.000 80209872.000
48859776.000 44927568.000 93787344.000
34696656.000 48369744.000 83066400.000
47521152.000 43923600.000 91444752.000
60142464.000 28135008.000 88277472.000
50258160.000 31648896.000 81907056.000
49266144.000 35138880.000 84405024.000
50963328.000 38449584.000 89412912.000
40804128.000 41999328.000 82803456.000
45584928.000 38628864.000 84213792.000
37254384.000 25469712.000 62724096.000
50353776.000 28374048.000 78727824.000
62353584.000 31804272.000 94157856.000
25290432.000 19422000.000 44712432.000
34206624.000 21441888.000 55648512.000
47078928.000 24609168.000 71688096.000
59903424.000 28326240.000 88229664.000
50329872.000 31553280.000 81883152.000
48800016.000 35150832.000 83950848.000
53867664.000 38413728.000 92281392.000
40672656.000 42071040.000 82743696.000
48058992.000 45214416.000 93273408.000
36310176.000 48835872.000 85146048.000
