-nan -nan
0.652 0.737
0.410 0.382
0.387 0.376
0.362 0.366
0.337 0.350
0.327 0.343
0.336 0.330
0.328 0.307
0.311 0.304
0.309 0.312
0.277 0.296
0.693 0.796
0.976 0.911
0.928 0.956
0.925 0.929
0.917 0.884
0.895 0.898
0.834 0.878
0.852 0.853
0.829 0.782
0.805 0.805
0.794 0.815
0.958 0.950
0.950 0.945
0.905 0.921
0.887 0.887
0.905 0.905
0.879 0.871
0.859 0.856
0.890 0.887
0.912 0.918
0.914 0.907
0.917 0.910
0.896 0.900
0.944 0.947
0.861 0.862
0.912 0.904
0.956 0.963
0.920 0.918
0.911 0.925
0.865 0.881
0.834 0.831
0.847 0.842
0.789 0.783
0.870 0.874
0.844 0.847
0.918 0.904
0.835 0.841
0.811 0.816
0.837 0.827
0.890 0.894
0.845 0.842
0.860 0.855
0.803 0.812
0.835 0.826
0.826 0.834
0.906 0.902
0.863 0.863
0.861 0.861
0.822 0.816
0.933 0.938
0.901 0.902
0.892 0.889
0.897 0.889
0.864 0.866
0.780 0.791
0.840 0.834
0.863 0.854
0.839 0.841
0.833 0.845
0.804 0.782
0.863 0.868
0.833 0.811
0.836 0.859
0.826 0.821
0.758 0.752
0.796 0.796
0.721 0.723
0.793 0.786
0.743 0.757
0.862 0.839
0.855 0.864
0.807 0.811
0.873 0.851
0.847 0.858
0.860 0.862
0.876 0.872
0.822 0.818
0.771 0.754
0.838 0.844
0.768 0.789
0.765 0.756
0.845 0.845
0.827 0.828
0.752 0.755
0.799 0.795
0.850 0.847
0.801 0.804
