0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
6900480.000 6888960.000 6900480.000 6888960.000 30044160.000 30009600.000 4181760.000 8075520.000 8064000.000 8064000.000 4769280.000 4769280.000 4769280.000 4769280.000 51978240.000 187073280.000
6278400.000 6278400.000 6278400.000 6220800.000 35562240.000 35550720.000 11577600.000 9953280.000 9987840.000 9653760.000 11070720.000 10990080.000 10978560.000 10978560.000 32117760.000 213477120.000
6796800.000 7038720.000 7084800.000 6854400.000 31703040.000 31703040.000 8640000.000 8847360.000 8835840.000 8789760.000 8570880.000 8605440.000 8628480.000 8628480.000 49167360.000 209894400.000
6831360.000 7061760.000 7142400.000 6831360.000 32567040.000 32590080.000 8547840.000 8570880.000 8570880.000 7522560.000 8559360.000 8547840.000 8547840.000 8547840.000 67507200.000 227946240.000
6635520.000 6324480.000 6393600.000 6635520.000 34191360.000 34179840.000 8928000.000 8904960.000 8904960.000 8928000.000 8928000.000 8928000.000 8939520.000 8951040.000 71412480.000 237185280.000
6543360.000 6681600.000 6497280.000 6543360.000 33811200.000 33811200.000 8778240.000 8755200.000 8778240.000 8755200.000 8766720.000 8766720.000 8778240.000 8766720.000 69776640.000 233809920.000
6946560.000 7948800.000 7223040.000 6935040.000 33350400.000 33384960.000 8409600.000 8421120.000 8421120.000 8421120.000 8421120.000 8467200.000 8398080.000 8398080.000 67334400.000 230480640.000
7050240.000 6912000.000 6877440.000 7061760.000 33742080.000 33730560.000 8547840.000 8547840.000 8559360.000 8547840.000 8547840.000 8421120.000 8559360.000 8559360.000 68486400.000 232151040.000
6232320.000 7499520.000 6266880.000 6220800.000 35136000.000 35136000.000 8778240.000 8778240.000 8766720.000 8778240.000 8778240.000 8893440.000 8766720.000 8778240.000 70168320.000 236977920.000
6589440.000 7868160.000 6658560.000 6600960.000 34168320.000 34156800.000 8570880.000 8570880.000 8582400.000 8559360.000 8570880.000 8616960.000 8570880.000 8570880.000 68532480.000 233187840.000
7061760.000 6785280.000 7165440.000 7073280.000 33050880.000 33073920.000 8547840.000 8582400.000 8559360.000 8559360.000 8536320.000 8513280.000 8559360.000 8547840.000 68313600.000 230929920.000
6819840.000 7015680.000 6704640.000 6819840.000 33258240.000 33269760.000 8616960.000 8616960.000 8616960.000 8616960.000 8616960.000 8616960.000 8616960.000 8616960.000 69027840.000 231851520.000
6405120.000 7810560.000 6278400.000 6405120.000 34490880.000 34467840.000 8697600.000 8697600.000 8697600.000 8697600.000 8686080.000 8686080.000 8709120.000 8697600.000 69488640.000 234915840.000
6900480.000 6808320.000 6946560.000 6912000.000 33845760.000 33822720.000 8616960.000 8582400.000 8605440.000 8593920.000 8605440.000 8605440.000 8593920.000 8605440.000 68808960.000 232853760.000
7315200.000 6785280.000 6992640.000 7004160.000 33327360.000 33338880.000 8386560.000 8398080.000 8386560.000 8398080.000 8386560.000 8386560.000 8398080.000 8398080.000 67196160.000 229098240.000
6589440.000 7545600.000 6808320.000 6796800.000 34663680.000 34594560.000 8732160.000 8720640.000 8720640.000 8720640.000 8720640.000 8720640.000 8720640.000 8720640.000 69742080.000 236517120.000
6600960.000 7211520.000 6635520.000 6612480.000 34675200.000 34686720.000 8651520.000 8663040.000 8663040.000 8663040.000 8674560.000 8674560.000 8663040.000 8663040.000 69315840.000 235054080.000
7176960.000 6520320.000 7188480.000 7165440.000 33845760.000 33822720.000 8547840.000 8547840.000 8536320.000 8536320.000 8547840.000 8547840.000 8536320.000 8536320.000 68325120.000 232381440.000
7050240.000 7050240.000 7084800.000 7061760.000 33672960.000 33661440.000 8513280.000 8513280.000 8524800.000 8524800.000 8513280.000 8513280.000 8513280.000 8513280.000 68140800.000 231851520.000
6393600.000 7211520.000 6209280.000 6393600.000 33073920.000 33062400.000 8709120.000 8709120.000 8709120.000 8709120.000 8709120.000 8709120.000 8720640.000 8720640.000 68739840.000 230780160.000
6900480.000 6900480.000 6773760.000 7027200.000 34387200.000 34398720.000 8663040.000 8663040.000 8663040.000 8663040.000 8663040.000 8663040.000 8663040.000 8651520.000 68613120.000 234293760.000
7430400.000 6785280.000 7384320.000 7626240.000 33546240.000 33546240.000 8398080.000 8398080.000 8398080.000 8398080.000 8398080.000 8398080.000 8386560.000 8398080.000 68728320.000 232220160.000
6508800.000 7441920.000 6681600.000 6865920.000 34283520.000 34248960.000 8605440.000 8605440.000 8593920.000 8593920.000 8605440.000 8593920.000 8605440.000 8605440.000 68889600.000 233729280.000
6554880.000 7038720.000 6451200.000 7649280.000 34387200.000 34410240.000 8593920.000 8593920.000 8593920.000 8593920.000 8582400.000 8593920.000 8593920.000 8593920.000 68693760.000 233925120.000
7119360.000 6704640.000 7073280.000 7718400.000 33811200.000 33811200.000 8467200.000 8467200.000 8478720.000 8478720.000 8478720.000 8478720.000 8467200.000 8467200.000 67772160.000 231793920.000
7326720.000 7107840.000 7395840.000 6693120.000 33707520.000 33696000.000 8478720.000 8478720.000 8467200.000 8467200.000 8478720.000 8478720.000 8478720.000 8478720.000 67852800.000 231586560.000
6324480.000 7580160.000 6312960.000 7200000.000 34490880.000 34502400.000 8616960.000 8616960.000 8628480.000 8628480.000 8616960.000 8616960.000 8628480.000 8616960.000 68970240.000 234351360.000
6969600.000 6428160.000 6750720.000 7430400.000 32751360.000 32728320.000 8547840.000 8547840.000 8536320.000 8536320.000 8547840.000 8536320.000 8536320.000 8547840.000 68325120.000 229720320.000
7626240.000 6762240.000 7557120.000 7038720.000 33799680.000 33811200.000 8501760.000 8501760.000 8501760.000 8501760.000 8490240.000 8501760.000 8501760.000 8501760.000 67887360.000 232485120.000
6624000.000 7534080.000 6773760.000 6946560.000 34191360.000 34179840.000 8547840.000 8547840.000 8559360.000 8547840.000 8559360.000 8559360.000 8547840.000 8547840.000 68451840.000 233118720.000
6681600.000 6865920.000 6624000.000 7695360.000 34214400.000 34214400.000 8559360.000 8559360.000 8559360.000 8570880.000 8559360.000 8559360.000 8570880.000 8559360.000 68486400.000 233280000.000
7153920.000 6624000.000 7280640.000 6912000.000 34168320.000 34168320.000 8559360.000 8559360.000 8547840.000 8547840.000 8559360.000 8547840.000 8547840.000 8559360.000 68417280.000 233153280.000
7234560.000 7303680.000 7361280.000 6762240.000 33788160.000 33788160.000 8455680.000 8455680.000 8467200.000 8467200.000 8455680.000 8467200.000 8467200.000 8455680.000 67714560.000 231644160.000
6462720.000 7315200.000 6462720.000 7464960.000 34099200.000 34099200.000 8593920.000 8593920.000 8582400.000 8582400.000 8582400.000 8582400.000 8582400.000 8593920.000 66769920.000 231367680.000
7119360.000 6462720.000 6854400.000 7349760.000 34283520.000 34272000.000 8570880.000 8570880.000 8582400.000 8582400.000 8582400.000 8582400.000 8570880.000 8570880.000 70513920.000 235468800.000
7372800.000 6854400.000 7626240.000 6462720.000 32808960.000 32889600.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 67760640.000 229512960.000
6739200.000 7695360.000 6577920.000 7004160.000 33868800.000 33811200.000 8593920.000 8582400.000 8582400.000 8582400.000 8582400.000 8582400.000 8593920.000 8593920.000 68682240.000 233072640.000
6796800.000 6531840.000 6762240.000 7407360.000 34145280.000 34122240.000 8536320.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8536320.000 68394240.000 232519680.000
7292160.000 6739200.000 7568640.000 7015680.000 34145280.000 34145280.000 8547840.000 8547840.000 8536320.000 8536320.000 8547840.000 8536320.000 8536320.000 8547840.000 68256000.000 233498880.000
7050240.000 7626240.000 7176960.000 6773760.000 33822720.000 33822720.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 8478720.000 8467200.000 8467200.000 67760640.000 231782400.000
6589440.000 7153920.000 6508800.000 7488000.000 34318080.000 34318080.000 8582400.000 8582400.000 8582400.000 8582400.000 8582400.000 8582400.000 8582400.000 8582400.000 68647680.000 233683200.000
7153920.000 6531840.000 7061760.000 7211520.000 34030080.000 34318080.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8536320.000 8547840.000 8547840.000 68428800.000 233107200.000
7522560.000 7084800.000 7338240.000 6624000.000 33454080.000 33615360.000 8432640.000 8432640.000 8444160.000 8432640.000 8432640.000 8444160.000 8432640.000 8432640.000 67449600.000 230572800.000
6439680.000 7384320.000 6785280.000 7165440.000 35251200.000 33454080.000 8582400.000 8582400.000 8582400.000 8593920.000 8582400.000 8582400.000 8593920.000 8582400.000 68682240.000 233844480.000
7269120.000 6681600.000 6681600.000 7637760.000 33592320.000 33696000.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8547840.000 8559360.000 68394240.000 232346880.000
7787520.000 6842880.000 7441920.000 6531840.000 33799680.000 33880320.000 8478720.000 8478720.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 67772160.000 231816960.000
6624000.000 7614720.000 7027200.000 7084800.000 34076160.000 34018560.000 8501760.000 8501760.000 8513280.000 8501760.000 8513280.000 8513280.000 8501760.000 8501760.000 68037120.000 232531200.000
7211520.000 6900480.000 6577920.000 7764480.000 33984000.000 33960960.000 8490240.000 8490240.000 8490240.000 8501760.000 8490240.000 8490240.000 8501760.000 8490240.000 67933440.000 232277760.000
7752960.000 6624000.000 7188480.000 6716160.000 34030080.000 34018560.000 8524800.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8524800.000 67991040.000 232450560.000
6681600.000 7257600.000 7545600.000 6819840.000 34041600.000 33926400.000 8501760.000 8513280.000 8501760.000 8501760.000 8513280.000 8501760.000 8501760.000 8501760.000 65952000.000 230261760.000
6831360.000 7453440.000 6451200.000 7361280.000 34295040.000 33845760.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 8547840.000 8536320.000 8536320.000 70421760.000 234961920.000
7660800.000 6485760.000 6958080.000 7315200.000 34041600.000 34041600.000 8501760.000 8490240.000 8501760.000 8501760.000 8490240.000 8490240.000 8501760.000 8501760.000 67956480.000 232439040.000
6946560.000 7176960.000 7822080.000 6658560.000 34456320.000 33177600.000 8467200.000 8478720.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 8467200.000 67783680.000 231770880.000
6704640.000 7580160.000 6554880.000 7315200.000 32855040.000 34859520.000 8513280.000 8501760.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 68106240.000 232070400.000
7464960.000 6635520.000 6831360.000 7603200.000 33937920.000 34087680.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 67979520.000 232554240.000
7338240.000 6831360.000 7476480.000 6416640.000 35262720.000 32520960.000 8536320.000 8547840.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 8536320.000 68325120.000 232473600.000
6474240.000 7752960.000 7119360.000 7084800.000 34018560.000 33949440.000 8501760.000 8490240.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 67944960.000 232346880.000
7188480.000 6888960.000 6624000.000 7706880.000 33937920.000 33937920.000 8478720.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8478720.000 67979520.000 232162560.000
7695360.000 6739200.000 7407360.000 6635520.000 33937920.000 33937920.000 8501760.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8501760.000 65963520.000 230261760.000
6531840.000 7522560.000 7430400.000 6727680.000 33615360.000 34467840.000 8513280.000 8524800.000 8524800.000 8524800.000 8524800.000 8524800.000 8513280.000 8513280.000 70122240.000 234581760.000
7004160.000 7257600.000 6554880.000 7591680.000 33972480.000 33949440.000 8501760.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8501760.000 8501760.000 67979520.000 232266240.000
7637760.000 6647040.000 7153920.000 7073280.000 33972480.000 33765120.000 8490240.000 8501760.000 8490240.000 8490240.000 8501760.000 8501760.000 8490240.000 8490240.000 67772160.000 231978240.000
6716160.000 7280640.000 7591680.000 6681600.000 33016320.000 34606080.000 8490240.000 8478720.000 8490240.000 8490240.000 8478720.000 8478720.000 8490240.000 8490240.000 67933440.000 231713280.000
6819840.000 7614720.000 6693120.000 7372800.000 34594560.000 33200640.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 67173120.000 231482880.000
7614720.000 6531840.000 6935040.000 7453440.000 34295040.000 33500160.000 8478720.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 68060160.000 232300800.000
7050240.000 7050240.000 7787520.000 6554880.000 34007040.000 33949440.000 8501760.000 8501760.000 8490240.000 8490240.000 8501760.000 8490240.000 8490240.000 8490240.000 68532480.000 232888320.000
6577920.000 7856640.000 6796800.000 7246080.000 33984000.000 33972480.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 67898880.000 232254720.000
7384320.000 6554880.000 6750720.000 7545600.000 33880320.000 33891840.000 8490240.000 8490240.000 8490240.000 8490240.000 8490240.000 8501760.000 8490240.000 8490240.000 68002560.000 231943680.000
7441920.000 6912000.000 7464960.000 6670080.000 33696000.000 34329600.000 8501760.000 8501760.000 8513280.000 8513280.000 8501760.000 8501760.000 8513280.000 8513280.000 68048640.000 232623360.000
6439680.000 7453440.000 7269120.000 7038720.000 34110720.000 34099200.000 8524800.000 8524800.000 8524800.000 8524800.000 8524800.000 8524800.000 8524800.000 8524800.000 68186880.000 232796160.000
7061760.000 7038720.000 6508800.000 7695360.000 33384960.000 34490880.000 8524800.000 8524800.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 68083200.000 232392960.000
7810560.000 6681600.000 7303680.000 6762240.000 33937920.000 33765120.000 8467200.000 8467200.000 8478720.000 8478720.000 8478720.000 8478720.000 8478720.000 8478720.000 67818240.000 231886080.000
6451200.000 7464960.000 7545600.000 6808320.000 34940160.000 32762880.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8513280.000 8501760.000 68117760.000 232185600.000
6912000.000 7326720.000 6543360.000 7614720.000 34041600.000 33960960.000 8501760.000 8501760.000 8490240.000 8490240.000 8501760.000 8501760.000 8490240.000 8501760.000 67991040.000 232369920.000
7672320.000 6600960.000 7096320.000 7130880.000 33914880.000 33914880.000 8490240.000 8490240.000 8490240.000 8490240.000 8478720.000 8478720.000 8490240.000 8490240.000 67887360.000 232116480.000
6865920.000 7223040.000 7706880.000 6681600.000 33995520.000 33984000.000 8490240.000 8490240.000 8490240.000 8490240.000 8501760.000 8501760.000 8490240.000 8490240.000 67910400.000 232312320.000
6762240.000 7660800.000 6531840.000 7372800.000 33327360.000 34421760.000 8501760.000 8490240.000 8501760.000 8501760.000 8490240.000 8490240.000 8501760.000 8501760.000 68048640.000 232104960.000
7568640.000 6531840.000 6854400.000 7453440.000 33926400.000 34110720.000 8490240.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 67864320.000 232312320.000
7188480.000 7084800.000 7683840.000 6577920.000 34341120.000 33603840.000 8490240.000 8490240.000 8490240.000 8478720.000 8490240.000 8490240.000 8478720.000 8478720.000 67968000.000 232335360.000
6554880.000 7672320.000 6981120.000 7188480.000 33534720.000 34318080.000 8490240.000 8490240.000 8490240.000 8501760.000 8490240.000 8490240.000 8501760.000 8501760.000 67991040.000 232197120.000
7372800.000 6589440.000 6704640.000 7257600.000 35320320.000 32520960.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 8501760.000 68002560.000 231782400.000
