-nan -nan
0.965 0.931
0.989 0.992
0.966 0.942
0.953 0.978
0.966 0.960
0.964 0.962
0.966 0.963
0.962 0.961
0.963 0.962
0.965 0.966
0.962 0.948
0.963 0.962
0.962 0.964
0.963 0.948
0.961 0.973
0.963 0.950
0.962 0.966
0.964 0.950
0.960 0.965
0.962 0.959
0.964 0.961
0.963 0.963
0.962 0.966
0.962 0.957
0.961 0.959
0.961 0.962
0.963 0.944
0.960 0.967
0.961 0.957
0.960 0.962
0.960 0.960
0.960 0.957
0.963 0.963
0.960 0.952
0.958 0.948
0.961 0.963
0.960 0.950
0.957 0.958
0.961 0.947
0.961 0.958
0.962 0.968
0.963 0.961
0.963 0.960
0.962 0.960
0.961 0.953
0.962 0.958
0.963 0.957
0.962 0.958
0.960 0.949
0.960 0.967
0.961 0.956
0.960 0.955
0.959 0.958
0.962 0.953
0.962 0.960
0.959 0.950
0.958 0.959
0.956 0.965
0.959 0.945
0.962 0.962
0.963 0.945
0.962 0.961
0.960 0.964
0.962 0.955
0.959 0.957
0.957 0.962
0.960 0.956
0.961 0.959
0.964 0.959
0.960 0.957
0.958 0.955
0.958 0.959
0.963 0.950
0.959 0.962
0.959 0.952
0.959 0.951
0.961 0.954
0.960 0.964
0.960 0.956
0.960 0.961
0.960 0.953
0.960 0.952
0.961 0.966
0.962 0.956
0.961 0.963
0.960 0.956
0.959 0.960
0.964 0.962
0.963 0.951
0.962 0.958
0.962 0.962
0.962 0.964
0.963 0.954
0.961 0.958
0.960 0.959
0.960 0.962
0.961 0.959
0.963 0.956
