-nan -nan
1.000 1.000
0.998 0.981
0.877 0.972
0.954 0.968
0.988 0.991
0.987 0.970
0.902 0.842
0.842 0.905
0.846 0.843
0.913 0.925
0.939 0.935
0.968 0.976
0.988 0.980
0.985 0.984
0.980 0.985
0.980 0.970
0.995 0.990
0.985 0.982
0.984 0.951
0.790 0.871
0.734 0.730
0.754 0.761
0.889 0.865
0.948 0.951
0.949 0.968
0.966 0.873
0.873 0.936
0.866 0.853
0.822 0.769
0.832 0.898
0.831 0.738
0.837 0.862
0.919 0.932
0.930 0.918
0.945 0.921
0.878 0.879
0.952 0.876
0.830 0.908
0.809 0.787
0.758 0.820
0.820 0.818
0.872 0.833
0.818 0.874
0.972 0.959
0.942 0.961
0.948 0.953
0.949 0.948
0.884 0.909
0.822 0.771
0.740 0.812
0.829 0.827
0.862 0.746
0.797 0.857
0.822 0.830
0.779 0.655
0.817 0.859
0.830 0.814
0.889 0.872
0.822 0.892
0.851 0.807
0.846 0.854
0.943 0.925
0.823 0.843
0.846 0.848
0.771 0.722
0.800 0.847
0.773 0.709
0.633 0.614
0.641 0.684
0.723 0.712
0.756 0.760
0.772 0.793
0.819 0.814
0.864 0.856
0.793 0.647
0.898 0.927
0.949 0.907
0.827 0.826
0.831 0.822
0.823 0.842
0.845 0.851
0.830 0.788
0.835 0.843
0.752 0.623
0.839 0.868
0.839 0.828
0.863 0.903
0.913 0.928
0.850 0.904
0.841 0.840
0.877 0.870
0.940 0.905
0.784 0.845
0.702 0.704
0.755 0.748
0.877 0.841
0.909 0.888
0.777 0.795
