-nan -nan
0.995 0.997
0.981 0.983
0.990 0.989
0.990 0.984
0.974 0.981
0.975 0.976
0.982 0.982
0.990 0.990
0.991 0.991
0.982 0.984
0.977 0.972
0.982 0.986
0.989 0.986
0.994 0.993
0.980 0.982
0.977 0.978
0.982 0.986
0.990 0.988
0.994 0.992
0.984 0.984
0.982 0.983
0.985 0.986
0.992 0.992
0.992 0.991
0.982 0.983
0.986 0.986
0.991 0.991
0.995 0.997
0.992 0.987
0.990 0.990
0.991 0.993
0.993 0.991
0.993 0.992
0.992 0.992
0.991 0.992
0.992 0.989
0.993 0.993
0.993 0.992
0.992 0.992
0.990 0.990
0.991 0.993
0.992 0.990
0.993 0.993
0.990 0.990
0.990 0.990
0.990 0.991
0.994 0.994
0.990 0.990
0.990 0.990
0.990 0.992
0.995 0.994
0.990 0.994
0.991 0.987
0.990 0.991
0.995 0.994
0.991 0.992
0.990 0.989
0.989 0.990
0.993 0.993
0.993 0.991
0.989 0.989
0.990 0.991
0.992 0.991
0.993 0.993
0.990 0.990
0.989 0.990
0.990 0.989
0.994 0.994
0.989 0.989
0.991 0.992
0.990 0.990
0.995 0.994
0.989 0.989
0.990 0.990
0.990 0.992
0.995 0.995
0.990 0.993
0.991 0.990
0.989 0.989
0.993 0.993
0.990 0.990
0.991 0.991
0.990 0.992
0.993 0.992
0.993 0.993
0.993 0.995
0.993 0.990
0.992 0.992
0.994 0.994
0.992 0.992
0.992 0.992
0.991 0.991
0.993 0.994
0.991 0.992
0.992 0.992
0.990 0.991
0.993 0.994
0.992 0.991
