0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000
1739520.000 1635840.000 1175040.000 1578240.000 1543680.000 1543680.000 1543680.000 1486080.000 2465280.000 1912320.000 7073280.000 2131200.000 1728000.000 1463040.000 1393920.000 1324800.000 1278720.000 1002240.000 34018560.000
3075840.000 840960.000 1785600.000 1866240.000 1566720.000 1463040.000 1451520.000 380160.000 541440.000 645120.000 8052480.000 2465280.000 2269440.000 3018240.000 2223360.000 1324800.000 2315520.000 2488320.000 37774080.000
11520.000 3663360.000 5863680.000 7384320.000 7729920.000 7833600.000 7637760.000 2868480.000 3813120.000 3882240.000 5932800.000 5909760.000 5748480.000 3801600.000 6762240.000 5575680.000 7971840.000 1451520.000 93841920.000
2684160.000 2177280.000 7983360.000 9792000.000 7338240.000 9872640.000 9020160.000 599040.000 6174720.000 6773760.000 702720.000 8755200.000 1716480.000 2856960.000 9653760.000 3306240.000 80640.000 3882240.000 93369600.000
472320.000 1992960.000 9216000.000 6220800.000 172800.000 7672320.000 11520.000 2488320.000 8858880.000 8720640.000 3317760.000 4596480.000 2373120.000 4101120.000 9423360.000 172800.000 6543360.000 12049920.000 88404480.000
34560.000 5748480.000 9216000.000 1105920.000 6739200.000 5414400.000 5598720.000 5195520.000 11013120.000 11197440.000 587520.000 4826880.000 6105600.000 518400.000 5345280.000 264960.000 80640.000 15229440.000 94222080.000
552960.000 4953600.000 7188480.000 3329280.000 5990400.000 3225600.000 5921280.000 5114880.000 7200000.000 10045440.000 1912320.000 7257600.000 8582400.000 3052800.000 4032000.000 2476800.000 9319680.000 9250560.000 99406080.000
6359040.000 5817600.000 8213760.000 3490560.000 6612480.000 4377600.000 7188480.000 6255360.000 5529600.000 3041280.000 552960.000 8455680.000 6059520.000 3075840.000 5656320.000 5437440.000 5356800.000 6024960.000 97505280.000
5379840.000 6151680.000 8720640.000 3686400.000 7004160.000 4700160.000 6727680.000 6048000.000 4423680.000 2718720.000 1324800.000 6566400.000 7948800.000 4654080.000 6912000.000 2718720.000 3571200.000 4815360.000 94072320.000
6266880.000 6416640.000 9377280.000 4008960.000 6324480.000 5633280.000 6589440.000 6566400.000 3121920.000 1854720.000 4377600.000 9031680.000 9492480.000 7084800.000 4550400.000 1751040.000 1532160.000 3617280.000 97597440.000
7372800.000 69120.000 7614720.000 5806080.000 5552640.000 7211520.000 1013760.000 7430400.000 288000.000 2522880.000 1923840.000 10667520.000 0.000 11093760.000 956160.000 4101120.000 11070720.000 599040.000 85294080.000
5921280.000 4792320.000 7868160.000 5656320.000 7557120.000 8858880.000 5495040.000 8962560.000 1416960.000 4872960.000 2638080.000 3778560.000 3363840.000 10091520.000 3559680.000 0.000 10967040.000 6888960.000 102689280.000
5495040.000 3951360.000 6405120.000 4677120.000 6577920.000 7200000.000 3559680.000 8133120.000 3617280.000 6255360.000 5114880.000 4158720.000 2672640.000 5448960.000 3294720.000 1578240.000 7660800.000 9803520.000 95604480.000
6393600.000 1670400.000 2995200.000 6900480.000 7119360.000 8236800.000 3916800.000 9492480.000 6543360.000 5610240.000 3409920.000 1347840.000 1704960.000 1117440.000 3110400.000 4112640.000 8651520.000 8317440.000 90650880.000
5760000.000 1278720.000 3939840.000 6750720.000 6243840.000 7326720.000 4861440.000 9941760.000 8087040.000 7015680.000 2384640.000 2695680.000 1877760.000 3075840.000 5057280.000 6393600.000 8075520.000 7718400.000 98484480.000
3893760.000 2257920.000 2419200.000 4354560.000 4320000.000 5391360.000 3548160.000 8282880.000 10967040.000 9216000.000 4435200.000 3029760.000 3951360.000 2764800.000 3836160.000 8236800.000 7741440.000 7741440.000 96387840.000
3064320.000 2257920.000 2419200.000 2937600.000 3191040.000 3421440.000 3133440.000 6082560.000 10103040.000 9066240.000 6600960.000 4147200.000 6105600.000 4584960.000 5184000.000 8605440.000 7084800.000 7764480.000 95754240.000
