-nan -nan
0.725 0.679
0.603 0.620
0.838 0.844
0.688 0.696
0.632 0.640
0.635 0.601
0.834 0.805
0.876 0.892
0.898 0.882
0.808 0.832
0.707 0.601
0.730 0.793
0.877 0.871
0.789 0.778
0.812 0.838
0.813 0.814
0.833 0.832
0.898 0.906
0.892 0.862
0.876 0.831
0.334 0.318
0.799 0.798
0.730 0.723
0.660 0.671
0.736 0.743
0.812 0.790
0.709 0.719
0.704 0.717
0.714 0.731
0.736 0.728
0.670 0.673
0.632 0.640
0.609 0.607
0.664 0.658
0.794 0.775
0.818 0.833
0.437 0.403
0.563 0.574
0.852 0.871
0.873 0.872
0.771 0.775
0.805 0.790
0.880 0.903
0.905 0.895
0.953 0.960
0.908 0.911
0.927 0.928
0.812 0.809
0.711 0.724
0.852 0.832
0.895 0.882
0.918 0.921
0.862 0.881
0.889 0.890
0.782 0.784
0.702 0.702
0.907 0.906
0.844 0.837
0.886 0.884
0.871 0.889
0.774 0.712
0.849 0.877
0.750 0.763
0.841 0.856
0.852 0.853
0.814 0.813
0.711 0.702
0.707 0.716
0.759 0.772
0.896 0.908
0.910 0.912
0.863 0.865
0.796 0.797
0.793 0.797
0.874 0.893
0.857 0.865
0.908 0.904
0.930 0.916
0.896 0.920
0.890 0.892
0.928 0.928
0.848 0.807
0.821 0.853
0.823 0.831
0.745 0.756
0.812 0.831
0.789 0.801
0.743 0.743
0.728 0.729
0.707 0.708
0.744 0.735
0.887 0.889
0.879 0.882
0.849 0.856
0.757 0.765
0.703 0.699
0.677 0.676
0.702 0.705
