-nan -nan
0.824 0.625
0.734 0.834
0.827 0.846
0.822 0.797
0.830 0.830
0.833 0.832
0.829 0.822
0.830 0.838
0.841 0.824
0.827 0.837
0.843 0.839
0.838 0.841
0.836 0.821
0.826 0.826
0.831 0.828
0.828 0.843
0.838 0.819
0.836 0.842
0.838 0.844
0.840 0.841
0.832 0.823
0.833 0.822
0.831 0.823
0.827 0.851
0.836 0.813
0.834 0.834
0.836 0.840
0.837 0.836
0.832 0.820
0.831 0.831
0.828 0.821
0.833 0.825
0.836 0.847
0.835 0.825
0.829 0.834
0.832 0.839
0.835 0.826
0.837 0.828
0.827 0.826
0.830 0.824
0.831 0.834
0.833 0.829
0.831 0.834
0.836 0.838
0.837 0.830
0.828 0.820
0.818 0.813
0.820 0.823
0.831 0.840
0.839 0.821
0.825 0.831
0.825 0.826
0.834 0.826
0.824 0.809
0.831 0.827
0.828 0.832
0.834 0.845
0.831 0.816
0.841 0.838
0.834 0.839
0.830 0.825
0.836 0.823
0.836 0.839
0.832 0.824
0.826 0.830
0.829 0.825
0.836 0.831
0.836 0.838
0.836 0.839
0.835 0.830
0.837 0.831
0.827 0.824
0.831 0.821
0.830 0.844
0.839 0.824
0.827 0.835
0.839 0.844
0.829 0.821
0.836 0.828
0.832 0.829
0.823 0.824
0.829 0.837
0.829 0.820
0.836 0.836
0.833 0.841
0.838 0.834
0.831 0.821
0.830 0.822
0.830 0.830
0.826 0.840
0.839 0.823
0.839 0.835
0.832 0.837
0.827 0.831
0.831 0.825
0.831 0.815
0.833 0.836
0.826 0.815
