-nan -nan
0.511 0.571
0.402 0.378
0.386 0.348
0.468 0.434
0.521 0.492
0.512 0.522
0.489 0.560
0.619 0.544
0.594 0.596
0.648 0.705
0.680 0.671
0.693 0.689
0.703 0.697
0.727 0.700
0.691 0.692
0.673 0.675
0.650 0.651
0.627 0.627
0.594 0.594
0.558 0.589
0.527 0.576
0.496 0.497
0.546 0.468
0.440 0.441
0.414 0.415
0.390 0.469
0.445 0.369
0.348 0.349
0.329 0.403
0.384 0.313
0.296 0.324
0.351 0.319
0.266 0.268
0.320 0.317
0.241 0.270
0.292 0.260
0.220 0.280
0.267 0.210
0.258 0.257
0.193 0.246
0.236 0.186
0.227 0.226
0.185 0.219
0.191 0.190
0.203 0.173
0.197 0.196
0.190 0.190
0.166 0.183
0.159 0.177
0.157 0.171
0.164 0.155
0.159 0.152
0.155 0.154
0.150 0.151
0.146 0.134
0.141 0.135
0.138 0.134
0.133 0.134
0.129 0.130
0.126 0.129
0.122 0.128
0.118 0.128
0.115 0.123
0.123 0.118
0.123 0.109
0.116 0.106
0.104 0.104
0.102 0.102
0.099 0.115
0.104 0.116
0.119 0.095
0.096 0.093
0.091 0.092
0.090 0.117
0.117 0.090
0.087 0.085
0.083 0.097
0.099 0.096
0.090 0.080
0.078 0.089
0.094 0.092
0.083 0.074
0.073 0.090
0.100 0.080
0.070 0.072
0.084 0.092
0.075 0.067
0.066 0.085
0.088 0.069
0.063 0.069
0.081 0.078
0.065 0.061
0.072 0.085
0.069 0.059
0.065 0.082
0.071 0.057
0.062 0.078
0.071 0.057
