-nan -nan
0.750 0.750
0.519 0.515
0.315 0.322
0.220 0.218
0.165 0.164
0.131 0.132
0.107 0.106
0.090 0.090
0.079 0.081
0.069 0.068
0.061 0.061
0.055 0.056
0.052 0.052
0.049 0.049
0.047 0.046
0.044 0.044
0.043 0.042
0.040 0.040
0.038 0.038
0.037 0.037
0.035 0.036
0.034 0.034
0.033 0.033
0.032 0.032
0.038 0.038
0.047 0.047
0.043 0.043
0.042 0.042
0.040 0.040
0.039 0.039
0.038 0.038
0.037 0.037
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.032 0.032
0.032 0.032
0.032 0.032
0.049 0.048
0.045 0.045
0.042 0.042
0.041 0.041
0.039 0.039
0.038 0.038
0.037 0.037
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.033 0.033
0.032 0.032
0.031 0.031
0.042 0.042
0.046 0.046
0.043 0.043
0.041 0.042
0.040 0.040
0.039 0.039
0.038 0.038
0.036 0.036
0.035 0.035
0.035 0.035
0.034 0.034
0.033 0.033
0.032 0.032
0.031 0.031
0.035 0.035
0.047 0.048
0.044 0.044
0.042 0.042
0.040 0.041
0.039 0.039
0.038 0.038
0.037 0.037
0.036 0.036
0.035 0.035
0.034 0.034
0.033 0.033
0.032 0.032
0.032 0.032
0.031 0.031
0.046 0.046
0.045 0.045
0.043 0.043
0.041 0.041
0.040 0.040
0.038 0.039
0.037 0.037
0.036 0.036
0.035 0.035
0.034 0.034
0.034 0.033
0.033 0.033
0.032 0.032
0.031 0.031
0.038 0.038
0.047 0.047
