-nan -nan
0.557 0.514
0.682 0.697
0.707 0.702
0.732 0.736
0.719 0.721
0.688 0.689
0.526 0.520
0.616 0.627
0.622 0.621
0.717 0.717
0.766 0.765
0.810 0.809
0.796 0.798
0.727 0.730
0.590 0.591
0.561 0.559
0.620 0.620
0.631 0.631
0.640 0.640
0.650 0.652
0.678 0.675
0.709 0.711
0.717 0.717
0.676 0.678
0.616 0.618
0.603 0.601
0.549 0.548
0.634 0.633
0.673 0.673
0.699 0.699
0.719 0.719
0.744 0.746
0.733 0.732
0.705 0.706
0.667 0.668
0.628 0.626
0.572 0.570
0.647 0.649
0.681 0.679
0.712 0.713
0.668 0.668
0.659 0.659
0.594 0.593
0.645 0.645
0.682 0.685
0.694 0.693
0.656 0.656
0.651 0.653
0.598 0.600
0.658 0.659
0.600 0.598
0.599 0.598
0.629 0.631
0.653 0.651
0.654 0.656
0.671 0.672
0.623 0.621
0.598 0.600
0.576 0.575
0.636 0.637
0.639 0.639
0.624 0.623
0.613 0.615
0.599 0.599
0.658 0.659
0.637 0.637
0.640 0.642
0.651 0.651
0.608 0.609
0.642 0.642
0.613 0.612
0.609 0.608
0.677 0.675
0.665 0.667
0.633 0.635
0.592 0.592
0.596 0.597
0.664 0.666
0.652 0.650
0.623 0.623
0.633 0.632
0.624 0.627
0.641 0.643
0.638 0.641
0.617 0.615
0.622 0.624
0.627 0.627
0.642 0.643
0.647 0.648
0.624 0.622
0.595 0.596
0.605 0.604
0.595 0.594
0.599 0.598
0.585 0.589
0.584 0.587
0.613 0.612
0.641 0.640
